,sub_label,template,obj_label,masked_sentence
898,"John Birt, Baron Birt",[X] works for [Y] .,BBC,"Birt (now Lord Birt), later Director-General of the [MASK], had the creative idea of combining Directors who had no real current affairs background, but were known for their creative and innovative film/video skills, with strong reporters and presenters recruited from national newspapers."
904,Leslie Moonves,[X] works for [Y] .,CBS,Edelstein began his career in episodic television working for Leslie Moonves at [MASK] as Director of Current Programmes.
912,Thomas J. Watson,[X] works for [Y] .,IBM,"president, and Thomas Watson, founder of [MASK]."
914,Dan Le Batard,[X] works for [Y] .,ESPN,"The station lineup includes Mike and Mike in the Morning, The Herd with Colin Cowherd, Scott Van Pelt, Three and Out,Dan Le Batard, The Paul Finebaum Show, [MASK] Game Night, and Sports Overnight America, in addition to the Atlanta Braves programming."
918,Simon Brotherton,[X] works for [Y] .,BBC,"Simon Brotherton is a sports commentator for the [MASK], appearing on Match of the Day and BBC Radio Five Live."
920,Carlos Ghosn,[X] works for [Y] .,Renault,"He is also Senior Advisor to RNBV, the [MASK] and Nissan Alliance, working closely with the CEO, Carlos Ghosn."
924,Ptolemy,[X] works for [Y] .,Alexandria,"Formerly assumed to be identical with the [MASK] grammarian and lexicographer Didymus Chalcenterus, because Ptolemy and Porphyry referred to him as Didymus ho mousikos (the musician), classical scholars now believe that this Didymus was a younger grammarian and musician working in Rome at the time of Nero (Richter 2001)."
938,Aled Jones,[X] works for [Y] .,BBC,"Aled Jones MBE (born 29 December 1970) is a Welsh singer best known for his television work with [MASK] and ITV as well as his radio work, mainly for BBC Radio Wales and Classic FM."
941,Helen Fospero,[X] works for [Y] .,BBC,"Helen Fospero (born 30 August 1966) is a British television presenter and journalist, best known for her presenting roles on shows such as GMTV, Daybreak and Lorraine She is currently working as a reporter for Watchdog and The One Show for the [MASK]."
943,Jo Brand,[X] works for [Y] .,BBC,"Rochefort is also script consultant on [MASK] 4's award winning comedy 'Getting On' starring Jo Brand, Vicky Pepperdine and Jo Scanlan, as well as the more recent 'Puppy Love' also starring Scanlan and Pepperdine."
944,Ian Messiter,[X] works for [Y] .,BBC,The [MASK] received requests from school teachers and lecturers for transcripts of Ian Messiter's pieces as a fun way of teaching educational subjects to students.
946,Leonard Miall,[X] works for [Y] .,BBC,"Rowland Leonard Miall (6 November 1914 – 24 February 2005) was a broadcaster and administrator at the [MASK] for 35 years, from 1939 to 1974."
948,Scott Mills,[X] works for [Y] .,BBC,The Spencer & Hill remix of the track was featured on Friday Floor Fillers with Scott Mills on [MASK]'s Radio 1.
949,Sundar Pichai,[X] works for [Y] .,Google,"He was replaced by Sundar Pichai, who now serves as [MASK]'s CEO."
954,Michael Checkland,[X] works for [Y] .,BBC,"The forced departure of Director-General Alasdair Milne following pressure from the Thatcher government required someone at the top, preferably from outside the [MASK], with editorial and production experience (Milne had been summarily replaced by Michael Checkland, an accountant)."
957,David M. Thompson,[X] works for [Y] .,BBC,David Thompson's two-part [MASK] documentary on the films of Jean Renoir in 1993 led to him editing (with Lorraine LoBianco) an anthology of the director's letters for Faber (1994).
959,Jane Tranter,[X] works for [Y] .,BBC,"A recent re-structure of the division has seen it re-integrated into the main [MASK] Fiction department of BBC Vision, under the ultimate control of Jane Tranter."
963,Angela Ahrendts,[X] works for [Y] .,Apple,"Angela Ahrendts, DBE (born June 7, 1960) is an American businesswoman and the senior vice president of retail and online stores at [MASK]"
965,Ian Hickson,[X] works for [Y] .,Google,"Since then, the editor of the WHATWG specifications, Ian Hickson, has moved to [MASK]."
967,Mark Kermode,[X] works for [Y] .,BBC,"The band includes film critic and [MASK] television presenter Mark Kermode, along with Mike and Alex Hammond and Aly Hirji."
970,Steve Claridge,[X] works for [Y] .,BBC,"He returned to Weymouth to play under Steve Claridge, whilst the [MASK] show Football Diaries was shown."
971,Ed Logg,[X] works for [Y] .,Atari,"Lyle Rains was a senior executive at the arcade game company [MASK] and is sometimes, with Ed Logg, listed as a co-developer of the video game Asteroids."
972,Douglas Adams,[X] works for [Y] .,BBC,"Last Chance to See is a 1989 [MASK] radio documentary series and its accompanying book, written and presented by Douglas Adams and Mark Carwardine."
978,Ray Ozzie,[X] works for [Y] .,Microsoft,"Groove was initially developed by Lotus Notes creator Ray Ozzie, and developed by Groove Networks of Beverly, Massachusetts, until [MASK]'s acquisition of Groove Networks in March 2005."
981,Mike Harrington,[X] works for [Y] .,Microsoft,"by former [MASK] employees Gabe Newell and Mike Harrington, the company has developed the critically acclaimed Half-Life, Counter-Strike, Portal, Day of Defeat, Team Fortress, Left 4 Dead video game series, alongside Dota 2."
983,Paddy Lowe,[X] works for [Y] .,Mercedes,Paddy Lowe (born 8 April 1962) is a British motor racing engineer and Executive Director (Technical) of [MASK].
986,James Naughtie,[X] works for [Y] .,BBC,"More recently, [MASK] radio presenter James Naughtie was born and brought up in the village."
987,Nina Tassler,[X] works for [Y] .,CBS,"Nina Tassler is an American television executive, a graduate of Boston University (bachelor of fine arts in theater), and has held the position of President of [MASK] since September 2004."
992,Wynford Vaughan-Thomas,[X] works for [Y] .,BBC,"It was adapted from the book Anzio by Wynford Vaughan-Thomas, who had been the [MASK] war correspondent at the battle."
995,Jackie Fullerton,[X] works for [Y] .,BBC,Jackie Fullerton became main commentator in 1993 whenever he moved to [MASK] NI from UTV with Mark Robson going in the opposite direction.
996,Lena Yada,[X] works for [Y] .,WWE,"Lena Yada (born November 12, 1978) is an American model, actress and professional tandem surfer who is known for her time in [MASK] as a backstage interviewer, valet, professional wrestler and WWE Diva on its ECW Brand."
1000,Paul Otellini,[X] works for [Y] .,Intel,"He was one of four executive vice presidents reporting to the then CEO, Paul Otellini, and many industry insiders believed he could have eventually taken the helm as [MASK] CEO."
1003,David Hatch,[X] works for [Y] .,BBC,"Most editions are now thought lost though parts of one were broadcast on BBC 7, picked by late [MASK] producer David Hatch as one of his favourite programmes."
1005,"Jack Pease, 1st Baron Gainford",[X] works for [Y] .,BBC,"In the 1930s, he designed the 'Galleon Wing' extension to Said House, Chiswick Mall for Sir Nigel Playfair incorporating a huge curved plate-glass window for the first floor Drawing Room (the location for Series One of the [MASK] reality programme The Apprentice) and, presumably through his step-daughter Veronica Pease's father-in-law Lord Gainford, a cousin of Beaumont Pease and first chairman of the BBC, Studio 3A at Broadcasting House."
1007,Jim Blinn,[X] works for [Y] .,Microsoft,"Many of the original CGL team now forms the elite of the CG and computer world with members going on to Silicon Graphics, [MASK], Cisco, NVIDIA and others, including Pixar President Ed Catmull, Pixar co-founder and Microsoft Graphics Fellow Alvy Ray Smith, Pixar co-founder Ralph Guggenheim, Walt Disney Animation Studios Chief Scientist Lance Williams, DreamWorks Animator Hank Grebe, Netscape and Silicon Graphics founder Jim Clark (James H. Clark), Microsoft Graphics Fellow Jim Blinn, Thad Beier, Oscar- and Bafta nominee Jacques Stroweis, Andrew Glassner and Tom Brigham."
1010,Mark Byford,[X] works for [Y] .,BBC,Mark Byford (born 13 June 1958) was Deputy Director General of the [MASK] and head of BBC Journalism from 2004–2011.
1014,Ian Jacob,[X] works for [Y] .,BBC,"Lieutenant General Sir Edward Ian Claud Jacob GBE, CB (27 September 1899 – 24 April 1993), known as Ian Jacob, was a British Army officer, who served as the Military Assistant Secretary to Winston Churchill's war cabinet and was later a distinguished broadcasting executive, serving as the Director-General of the [MASK] from 1952 to 1959."
1017,Hubert Gregg,[X] works for [Y] .,BBC,"Hubert Gregg (14 July 1914 – 30 March 2004) was a [MASK] broadcaster, writer and stage actor."
1019,Emma Willis,[X] works for [Y] .,BBC,"Emma Willis (née Griffiths; born 18 March 1976) is an English television presenter and former model, best known for her television and radio work with Channel 5, [MASK], ITV and Heart FM."
1022,Stephen Mulhern,[X] works for [Y] .,Heart,She also hosts the Sunday breakfast show on [MASK] with Stephen Mulhern.
1023,Cedric Messina,[X] works for [Y] .,BBC,"Cedric Messina (14 December 1920 in Port Elizabeth, South Africa — 30 April 1993 in London) was a South-African born British television producer and director who worked for the [MASK] and is best remembered for his involvement in television productions of classic drama."
1025,Adam Parsons,[X] works for [Y] .,BBC,"Adam Parsons (born 15 July 1970 in London) is an English television and radio presenter, working mainly for the [MASK]."
1027,Charles P. de Saint-Aignan,[X] works for [Y] .,IBM,"Charles P. de Saint-Aignan (born 16 February 1977, Paris) is an American software engineer who works for [MASK] on the IBM Watson project."
1029,Gavin Esler,[X] works for [Y] .,BBC,"The programme is fronted by BBC News at Ten presenter Huw Edwards the [MASK]'s lead presenter for major breaking news from Monday to Thursday, Gavin Esler on Friday and various presenters on Saturday–Sunday."
1030,Andy Kershaw,[X] works for [Y] .,BBC,"He became known for his regular performances on [MASK] radio, and in particular his numerous sessions recorded for John Peel's influential radio programme, and later for Andy Kershaw's programme."
1034,Hans Peter Luhn,[X] works for [Y] .,IBM,It was created by [MASK] scientist Hans Peter Luhn and described in U.S.
1037,Michael Grade,[X] works for [Y] .,BBC,"The idea for the serial stemmed from several production changes to Doctor Who, such as reduced screen time for the season and a request from [MASK] controller Michael Grade that the series contain less violence and more humour."
1044,Sue Barker,[X] works for [Y] .,BBC,"Lynam fronted Wimbledon coverage on [MASK] television between 1991 to 1999, after that year’s Wimbledon, he moved to ITV and was replaced from 2000 by Sue Barker who continues to front Wimbledon coverage on BBC television to his day."
1046,Nina Easton,[X] works for [Y] .,Fortune,"Russell Schriefer is married to Nina Easton, Washington Editor at [MASK] and a commentator on the Fox News Channel."
1047,Guido van Rossum,[X] works for [Y] .,Google,Rietveld is a web-based collaborative code review tool for Subversion written by Guido van Rossum to run on [MASK]'s cloud service.
1048,John Howard Davies,[X] works for [Y] .,BBC,His eldest son John Howard Davies was a successful child actor and [MASK] television executive.
1049,Esther Rantzen,[X] works for [Y] .,BBC,"Dame Esther Louise Rantzen DBE (born 22 June 1940) is an English journalist and television presenter, best known for presenting the hit [MASK] television series That's Life!"
1052,Martin Sixsmith,[X] works for [Y] .,BBC,"Martin Sixsmith (born 24 September 1954) is a British author and radio/television presenter, primarily working for the [MASK]."
1055,Philip Jenkinson,[X] works for [Y] .,BBC,"Philip Jenkinson (17 August 1935 – 11 March 2012) was an English cinema specialist, journalist, [MASK] television presenter and film collector."
1057,Phil Knight,[X] works for [Y] .,Nike,"The company was founded on January 25, 1964, as Blue Ribbon Sports, by Bill Bowerman and Phil Knight, and officially became [MASK]"
1059,Harry Carpenter,[X] works for [Y] .,BBC,"Moving into freelance commentating in 1993, he became [MASK] Network Boxing Commentator, succeeding Harry Carpenter."
1060,Ian Bartlett,[X] works for [Y] .,BBC,Ian Bartlett is a horse racing commentator and occasionally was an analyst for the [MASK].
1063,Clare Balding,[X] works for [Y] .,BBC,"He also joined Mick Fitzgerald, Clare Balding and Rishi Persad in moving from the [MASK] to Channel 4."
1066,Mike Cowlishaw,[X] works for [Y] .,IBM,It was written by Mike Cowlishaw of [MASK] around 1985.
1068,Peter Bromley,[X] works for [Y] .,BBC,"From June 2001 for two years he was the [MASK]'s full-time radio horse racing commentator, succeeding Peter Bromley."
1070,Vincent Connare,[X] works for [Y] .,Microsoft,"Comic Sans MS, commonly referred to as Comic Sans, is a sans-serif casual script typeface designed by Vincent Connare and released in 1994 by [MASK]."
1074,John Craven,[X] works for [Y] .,BBC,"Newsround (originally called John Craven's Newsround, before his departure in 1989) is a [MASK] children's news programme, which has run continuously since 4 April 1972."
1075,Paul Dickenson,[X] works for [Y] .,BBC,"Bryce was a [MASK] commentator at the Winter Olympics in Turin 2006 and Vancouver 2010, working alongside Paul Dickenson."
1076,Mark Lawrenson,[X] works for [Y] .,BBC,"On each occasion he was joined in studio by [MASK] television analyst and former Republic of Ireland international footballer, Mark Lawrenson."
1078,Susan Stamberg,[X] works for [Y] .,NPR,"[MASK] personalities including Scott Simon, Liane Hansen, Steve Inskeep, Renée Montagne, Frank Deford, Susan Stamberg, and Noah Adams also conducted National Day of Listening interviews and broadcast them on the air."
1081,John Fellows Akers,[X] works for [Y] .,IBM,"In May 1989, Kuehler became [MASK] President when John Fellows Akers relinquished that title; Akers continued to serve as Chairman and CEO of IBM."
1086,Laura Trevelyan,[X] works for [Y] .,BBC,Laura Trevelyan (born 21 August 1968) is a [MASK] anchor/correspondent based in New York City.
1088,Pete Atkin,[X] works for [Y] .,BBC,"Christopher Lee (born 1941) is a British writer, historian and broadcaster, best known for writing the radio documentary series This Sceptred Isle for the [MASK] read by the late Anna Massey and directed by Pete Atkin."
1089,Louis V. Gerstner,[X] works for [Y] .,IBM,"A protégé of Lou Gerstner, Thoman was serving as Senior Vice President and CFO of [MASK], and before that as Senior Vice President and general manager of IBM's Personal Systems Group which he led a successful turnaround."
1095,Eddie Jordan,[X] works for [Y] .,BBC,"Acknowledging his previous remarks live on the [MASK] after the race, Eddie Jordan expressed his amazement at how McLaren had managed to turn the car into a race winner."
1096,Holly Rowe,[X] works for [Y] .,ESPN,"Holly Rowe is a sports telecaster currently working for the sports television network, [MASK]."
1099,Sue MacGregor,[X] works for [Y] .,BBC,"During his time with Raine, Rossiter had an affair with the [MASK] broadcaster Sue MacGregor which Raine was unaware of until after Rossiter's death in 1984."
1100,Adrian van Hooydonk,[X] works for [Y] .,BMW,"Adrian van Hooydonk (born 21 June 1964 in Echt, Limburg), is a Dutch automobile designer, best known for several modern [MASK] concept cars and production vehicles."
1103,John Rabe,[X] works for [Y] .,Siemens,"John Rabe, former [MASK] China Representative and Chairman of the International Committee for the Nanking Safety Zone, resided there from 1932 to 1938."
1104,Anna Wintour,[X] works for [Y] .,Vogue,"Charles Vere Wintour, CBE, MBE (Mil) (18 May 1917 – 4 November 1999), was a British newspaper editor and was the father of editor-in-chief of [MASK], Anna Wintour, and the Political Editor of The Guardian newspaper, Patrick Wintour."
1109,Scott Forstall,[X] works for [Y] .,Apple,"[MASK] announced the service on June 9, 2008 with a stated release for that September; however, as stated by Scott Forstall at the iOS 3.0 preview event on March 17, 2009, the rollout was delayed after a decision to restructure the APNs for scalability purposes due to the allegedly ""overwhelming"" response to the announcement of the APNs."
1111,Simon Brett,[X] works for [Y] .,BBC,"The series had three producers, announced as ""Simon Brett of Stepney"", ""John Lloyd of Europe"", and ""David 'Hatch of the [MASK]' Hatch""."
1113,Michaela Pereira,[X] works for [Y] .,CNN,"Bolduan was previously a co-anchor for the [MASK] program New Day, with co-hosts Chris Cuomo and Michaela Pereira."
1115,Mathew Horne,[X] works for [Y] .,BBC,"Horne & Corden is a British sketch show written by, and starring, Mathew Horne and James Corden (Gavin and Stacey) and aired on [MASK] television."
1116,Kate Adie,[X] works for [Y] .,BBC,"[MASK] journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton."
1118,Des Lynam,[X] works for [Y] .,BBC,"[MASK] journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton."
1121,Irina Bokova,[X] works for [Y] .,UNESCO,"On 15 October 2009, the 35th session of the General Conference elected Irina Bokova of Bulgaria as the tenth Director-General of [MASK]."
1127,Angela Rippon,[X] works for [Y] .,BBC,"She remained the only woman to have read the national news on [MASK] TV until 1975, when Angela Rippon began a much longer spell as a newsreader."
1128,Mihir Bose,[X] works for [Y] .,BBC,This was performed live with the [MASK] Correspondent Mihir Bose live in the museum.
1130,John Zachman,[X] works for [Y] .,IBM,"The framework is named after its creator John Zachman, who first developed the concept in the 1980s at [MASK]."
1131,Alan Sugar,[X] works for [Y] .,BBC,"Unlike previous series which began in March, the series was postponed by the [MASK] to Autumn that year, so as to avoid raising any conflicting issues with the 2010 General Election being held that month and Lord Sugar's ties to the government at the time."
1133,Barbara Sleigh,[X] works for [Y] .,BBC,"Barbara Sleigh was also employed on Children's Hour at the time, but she had to resign due to a [MASK] policy against married couples working in the same department."
1134,Beth Phoenix,[X] works for [Y] .,WWE,"The third of these matches held was composed of Mickie James, WWE Divas Champion Melina, Gail Kim, Kelly Kelly, and Eve Torres getting a win over that of [MASK] Women's Champion Michelle McCool, Beth Phoenix, Jillian Hall, Alicia Fox, and Layla."
1136,Frank Gillard,[X] works for [Y] .,BBC,"Frank Gillard CBE (1 December 1909 – 20 October 1998) was a [MASK] executive, reporter and radio innovator."
1139,Larry Hryb,[X] works for [Y] .,Microsoft,"He frequently represented [MASK] and Xbox Live in various media, including on Larry Hryb's ""Major Nelson Radio"" Xbox-related podcast, to discuss security and policy issues."
1145,Denis Johnston,[X] works for [Y] .,BBC,The work uses an English libretto by Denis Johnston who derived the libretto from the book of the same title he wrote based on his experiences as a [MASK] radio reporter during World War II.
1146,Adam Schefter,[X] works for [Y] .,ESPN,"He replaced Adam Schefter, who left for [MASK]."
1147,Graham John Hills,[X] works for [Y] .,BBC,"Sir Graham Hills, FRSE (9 April 1926 – 9 February 2014) was a physical chemist, who was Principal of the University of Strathclyde and a Governor of the [MASK]."
1149,Jon Ronson,[X] works for [Y] .,BBC,"In a 2004 interview with [MASK] journalist Jon Ronson, Savelli claimed the ability to kill goats and hamsters with the force of his thoughts, however science writer Michael Shermer found no evidence to support Savelli's claims."
1150,Rob Pike,[X] works for [Y] .,Google,"Go (often referred to as golang) is an open source programming language developed at [MASK] in 2007 by Robert Griesemer, Rob Pike, and Ken Thompson."
1152,Ed Fries,[X] works for [Y] .,Microsoft,"The game was initially backed by [MASK]'s Ed Fries as a premiere title for the original Xbox console, but several internal and external issues led to difficulties for Double Fine in meeting various milestones and responding to testing feedback; following Fries' departure in 2004, Microsoft dropped the publishing rights."
1156,Alain de Cadenet,[X] works for [Y] .,ESPN,Alain de Cadenet (born 27 November 1945 in London) is a television presenter for the Speed Channel and [MASK].
1158,Bud Tribble,[X] works for [Y] .,Apple,"Reality distortion field (RDF) is a term coined by Bud Tribble at [MASK] in 1981, to describe company co-founder Steve Jobs' charisma and its effects on the developers working on the Macintosh project."
1159,Lyse Doucet,[X] works for [Y] .,BBC,She is the sister of [MASK] journalist Lyse Doucet.
1160,Jef Raskin,[X] works for [Y] .,Apple,"He later joined [MASK] as employee 15 and in 1978 became executive vice president of engineering, working directly with Steve Jobs and Jef Raskin on the Macintosh project."
1163,Dennis Taylor,[X] works for [Y] .,BBC,"In 2005, Hannah appeared as a professional dancer in the third series of the British [MASK] TV talent show Strictly Come Dancing, partnered with former snooker world champion Dennis Taylor."
1166,Michael Portillo,[X] works for [Y] .,BBC,Great British Railway Journeys is a [MASK] travel documentary series presented by Michael Portillo.
1167,Gary Lineker,[X] works for [Y] .,BBC,"They are active members of and are supported by Tourism Ireland, Failte Ireland, Invest Northern Ireland and Belfast Visitor Convention Bureau and have been featured on a number of overseas travel and tourism television programmes including the [MASK] Northern Exposure starring Gary Lineker."
1168,Cokie Roberts,[X] works for [Y] .,NPR,"After Farai left for News & Notes on [MASK], Rebecca Roberts, daughter of NPR correspondent Cokie Roberts, hosted along with former CBC host Mary Ambrose."
1170,David Dickinson,[X] works for [Y] .,BBC,"It also parodies many real people and cultural artifacts such as: Rupert Murdoch, Barbara Dickson, Radiohead, Virginia Bottomley, The Doctor, Douglas Hogg, Darth Vader, James Bond, Bill Clinton, Paul Daniels, Martin Amis, Bullitt, the [MASK], Genghis Khan, The Guardian and its journalists, The Queen, ET, David Starkey, George Orwell, Alan Bennett, David Mitchell, Harold Pinter, British tabloids, Lost in Translation, Sir Isaac Newton, Helen Keller, Dannii Minogue, Robert Webb, Marilyn Monroe, Outbreak, David Beckham, Hitler, Paul McKenna, David Dickinson, Schindler's List, Primo Levi, Charlie Chaplin, David Caruso, The Mighty Boosh, William Shakespeare, The Blairs, David Morgan[disambiguation needed], Michael Sheen, Sting, Umberto Eco, Florence Nightingale, Margaret Thatcher, Charlemagne, T. S. Eliot, Peter Mandelson, Keith Harris and James Blunt."
1171,Jim McGrath,[X] works for [Y] .,BBC,"Following a decision by the [MASK] to add a fourth commentator to their Grand National team, Owen joined Jim McGrath, Ian Bartlett and Tony O'Hehir for the 2004 running of the Aintree spectacular - taking the field from Valentine's Brook to the Melling Road."
1172,Chris Bangle,[X] works for [Y] .,Fiat,"The body was designed by Chris Bangle from Centro Stile [MASK], while the interior was designed by Pininfarina."
1173,Hugh Darwen,[X] works for [Y] .,IBM,"Hugh Darwen is a computer scientist who was an employee of [MASK] United Kingdom from 1967 to 2004, and has been involved in the history of the relational model."
1175,Huw Wheldon,[X] works for [Y] .,BBC,In 1962 he made High Festival In Siena about the summer music school at the Accademia Musicale Chigiana in Siena for BBC Radio Three and was subsequently invited by Huw Weldon to make films for the [MASK].
1177,Verity Lambert,[X] works for [Y] .,BBC,"Brown enlisted the producer Verity Lambert in the project she and Mackenzie were devising to dramatise the struggle for women's suffrage, and the three women presented the idea to the [MASK], which gave approval for the series."
1178,Carlos Ghosn,[X] works for [Y] .,Nissan,"Reporting directly to [MASK]'s President and CEO, Carlos Ghosn, Palmer shared the chief operating officer role with two Nissan executives."
1186,Dennis Hwang,[X] works for [Y] .,Google,"Since 2000, Dennis Hwang, now [MASK]'s international webmaster, has been designing the Google Doodles, but designing the Doodles is only about 20 percent of his job."
1187,Shinichiro Sakurai,[X] works for [Y] .,Nissan,"Shinichiro Sakurai (桜井 眞一郎 Sakurai Shin'ichirō, 1929–2011) was a Japanese engineer inducted into the Japan Automotive Hall of Fame who originally worked for Prince Motor Company then later moved to [MASK]."
1190,Noel Edmonds,[X] works for [Y] .,BBC,Noel's House Party is a [MASK] light entertainment series hosted by Noel Edmonds.
1192,Tony Fadell,[X] works for [Y] .,Apple,"Glaser, while Chief Executive of RealNetworks, clashed repeatedly with Tony Fadell, widely known as the Godfather of the iPhone and iPod, who then left the company after 6 weeks and went on to founding the products for [MASK]."
1195,Zai Bennett,[X] works for [Y] .,BBC,On 18 January 2012 it was announced via Twitter that Mongrels had not been renewed for a third series by the [MASK] due to a decision made by Zai Bennett.
1197,Robert Scoble,[X] works for [Y] .,Microsoft,"Prior to working at Google, Dodge was a start-up evangelist at [MASK], where he was one of their most visible employees following Robert Scoble's departure in 2006."
1200,Sydney Newman,[X] works for [Y] .,BBC,The Head of [MASK] Drama Sydney Newman later credited him with the series success.
1204,Ian Trethowan,[X] works for [Y] .,BBC,"A letter signed by Trodd's colleagues was sent to Alasdair Milne, Director of Programmes, Television, and Ian Trethowan, Director General of the [MASK]."
1205,Mark Easton,[X] works for [Y] .,BBC,Brownism was a phrase used in an article by [MASK] reporter Mark Easton to describe the political ideology of Gordon Brown.
1206,Cliff Morgan,[X] works for [Y] .,BBC,"Eventually, Cliff Morgan - who had just retired as a senior [MASK] TV Executive - took over the presenter's role in the Spring of 1987 and remained at the helm until the programme came to an end with schedule changes in April 1998."
1207,Christopher Martin-Jenkins,[X] works for [Y] .,BBC,"Other [MASK] sports reporters and correspondents who contributed to the programme included Tony Adamson, Christopher Martin-Jenkins, Gary Richardson, Ian Robertson, Renton Laidlaw, Peter Bromley, Peter Jones, Bryon Butler, John Inverdale and others."
1209,Susan Kare,[X] works for [Y] .,Apple,Chicago is a sans-serif typeface designed by Susan Kare for [MASK].
1213,Nick Pollard,[X] works for [Y] .,BBC,He announced his retirement without payment from the position of Head of [MASK] news programmes in December 2012 in the wake of the Pollard Report into the Jimmy Savile scandal.
1214,John Humphrys,[X] works for [Y] .,BBC,"After Ashdown stepped down as leader in August 1999, Green joined the [MASK] for a short time to work on On The Record with John Humphrys, then became a journalist and columnist at the Financial Times."
1216,Esko Aho,[X] works for [Y] .,Nokia,"He also served in [MASK] Executive Board 1988-1995, until he became a non-aligned Minister of Foreign Affairs in the Esko Aho's cabinet following the resignation of Heikki Haavisto."
1217,Adrian Chiles,[X] works for [Y] .,BBC,He negotiated Frank Skinner's £20 million pound move from the [MASK] to ITV and also handled Adrian Chiles and subsequently Christine Bleakley's move to ITV.
1218,Christine Bleakley,[X] works for [Y] .,BBC,He negotiated Frank Skinner's £20 million pound move from the [MASK] to ITV and also handled Adrian Chiles and subsequently Christine Bleakley's move to ITV.
1220,Meirion Jones,[X] works for [Y] .,BBC,Meirion Jones is a British journalist working for the [MASK].
1223,Barry Davies,[X] works for [Y] .,BBC,"For a 30-year period from the late 1970s to 2008, Motson was the dominant football commentary figure at the [MASK] (apart from a brief spell in the 1990s, when his friend and rival Barry Davies was selected for two FA Cup final commentaries and the 1994 World Cup final)."
1224,Willy Brandt,[X] works for [Y] .,Germany,"It was [MASK]'s first Grand Coalition, a coalition between the CDU/CSU (led by Kurt Georg Kiesinger, who became Chancellor) and the SPD (headed by Willy Brandt, who became Vice Chancellor)."
1226,Tom Ashbrook,[X] works for [Y] .,NPR,"In 2013 he was interviewed on the [MASK] radio show, On Point with Tom Ashbrook and also on HuffPost Live with Josh Zepps."
1227,Nick Clarke,[X] works for [Y] .,BBC,"The Nick Clarke Award is a journalism prize created by the [MASK] in honour of Nick Clarke, former presenter of BBC Radio 4's The World At One, who died in November 2006."
1228,Zeinab Badawi,[X] works for [Y] .,BBC,"The college's advisory board includes Zeinab Badawi of the [MASK], Ian Rumfitt of University of Birmingham, and the heads of one state and four independent schools."
1229,Magnus Magnusson,[X] works for [Y] .,BBC,"Schools at which she taught include The Grove School Market Drayton, Clayton Hall School in Newcastle Staffs, and Hyde Clarendon College in Hyde,Greater Manchester In 1974, Horrocks contested and won the [MASK] Mastermind programme, hosted by Magnus Magnusson with specialist subjects Shakespeare's plays, Works of J.R.R."
1230,Mai Jones,[X] works for [Y] .,BBC,"Billed as ""a programme of variety and topicalities"", it began life as a monthly 30-minute feature in the [MASK]'s wartime Forces Programme, and was designed for the entertainment of armed forces personnel, in particular for those whose home was in Wales, but quickly became popular generally, and from June 1941 – when production was taken over by Mai Jones, who was also responsible for such other entertainment shows as Saturday Starlight – Welsh Rarebit also featured from time to time in the schedules of the BBC Home Service."
1231,Jeremy Vine,[X] works for [Y] .,BBC,"Panorama has been presented by many well known [MASK] presenters, including Richard Dimbleby, Robin Day, David Dimbleby and Jeremy Vine."
1235,Suzanne Virdee,[X] works for [Y] .,BBC,"Suzanne Virdee (born 16 October 1969) is a British journalist and television presenter, best known as a former presenter for the [MASK] regional news programme Midlands Today."
1237,Janice Hadlow,[X] works for [Y] .,BBC,"It was commissioned by Janice Hadlow, Controller, BBC Two, and Ben Stephenson, Controller, [MASK] Drama Commissioning and produced by Kudos Film and Television."
1238,Ben Stephenson,[X] works for [Y] .,BBC,"It was commissioned by Janice Hadlow, Controller, BBC Two, and Ben Stephenson, Controller, [MASK] Drama Commissioning and produced by Kudos Film and Television."
1239,Vassos Alexander,[X] works for [Y] .,BBC,"Vassos Alexander Georgiades is a [MASK] sports reporter, presenter and commentator."
1241,James Moir,[X] works for [Y] .,BBC,James Moir (usually known as Jim Moir) was a senior [MASK] executive for many years until his retirement in 2003.
1244,Merfyn Jones,[X] works for [Y] .,BBC,"Merfyn Jones CBE is a historian, broadcaster, governor of the [MASK] and former vice-chancellor of Bangor University."
1246,Jana Bennett,[X] works for [Y] .,BBC,"In her two most recent roles at the [MASK], Jana Bennett “steered the BBC TV portfolio through its transition into the mainstream digital age.” She was previously Executive Vice President and General Manager at Discovery Communications in the US."
1250,Jonathan Agnew,[X] works for [Y] .,BBC,"Murphy was disappointed when Jonathan Agnew succeeded Christopher Martin-Jenkins as [MASK] Cricket Correspondent, as alluded to by Peter Baxter in Inside the Box"
1251,Fred Silverman,[X] works for [Y] .,CBS,"The show was produced by Intermedia Entertainment Company and Marvel Productions and aired on Starcade, [MASK]'s Saturday morning cartoon programming block."
1252,Edward Curtis Wells,[X] works for [Y] .,Boeing,"Edward Curtis Wells (August 26, 1910 – July 1, 1986) was senior vice president and served on the board of directors of [MASK] Company."
1254,Marilyn Imrie,[X] works for [Y] .,BBC,"Marilyn Imrie has worked in drama and broadcasting in Scotland and England for over thirty years as a producer and director, for [MASK], ITV and the independent companies Absolutely, Bona Broadcasting, CBL, CIM, Kindle and Sweet Talk."
