,sub_label,template,obj_label,masked_sentence
21853,Kabul,The capital of [X] is [Y] .,Kabul,"Char Asiab District (Persian: , Chahār AasiābChar Asiab, Chahar Asiab, Charasiab, Charasiah or Charasia) is a district, approximately 11 km (7 miles) south of the city of [MASK], and is situated in the southern part of Kabul province, Afghanistan."
21858,Italian Social Republic,The capital of [X] is [Y] .,Rome,"During World War II, in the period of the Italian Social Republic (or Salò Republic), three days after the Germans occupied [MASK] on 10 September 1943, Ferri bluffed his way back into the research facility at Guidonia, destroyed the vital equipment and filled a fruit crate with documents of his research before escaping underground."
21862,Eagle County,The capital of [X] is [Y] .,Eagle,"Sylvan Lake State Park is a Colorado state park located in Eagle County, 10 miles (16 km) south of [MASK]."
21863,Overton County,The capital of [X] is [Y] .,Livingston,"Born on a farm near [MASK], Sproul attended the public schools and Alpine Academy in Overton County, Tennessee.In 1883 moved to Kansas with his parents, who settled in Cherokee County.He worked on a farm and in the mines.He attended high school at Columbus, Kansas, and the Kansas Normal College at Fort Scott.He taught school at Columbus 1888-1892.He was graduated from the Kansas State University Law School in 1894.He was admitted to the bar in 1894 and commenced practice in Sedan, Kansas.He served as prosecuting attorney of Chautauqua County 1897-1901.He served as mayor of Sedan 1921-1923.He engaged in agricultural pursuits and stock raising.He was also interested in the oil and gas business."
21865,Habsburg Monarchy,The capital of [X] is [Y] .,Vienna,"During the French occupation of Rome he took refuge in [MASK] and it was during this time that he became firmly allied with the Habsburg monarchy, a connection which later gave him an important role in subsequent Papal conclaves, since he served as intermediary for the exercise of the veto which the Habsburgs claimed to exercise over papal elections."
21890,Portugal,The capital of [X] is [Y] .,Lisbon,"Unlike most capital cities, [MASK]'s status as the capital of Portugal has never been granted or confirmed officially – by statute or in written form."
23070,Balearic Islands,The capital of [X] is [Y] .,Palma,"Club Deportivo Atlético Baleares is a Spanish football team based in [MASK], in the autonomous community of the Balearic Islands."
23080,Province of Bologna,The capital of [X] is [Y] .,Bologna,"Bologna (/bəˈloʊnjə/ bə-LOHN-yə; [boˈloɲɲa]; Emilian: Bulåggna, [buˈlʌɲːa]; Latin: [MASK]) is the largest city (and the capital) of the Emilia-Romagna Region in Italy."
23082,Cuba,The capital of [X] is [Y] .,Havana,"Georgetown, the capital of the Cayman Islands is 438 km (272 mi) south of [MASK], and 504 km (313 mi) northwest of Kingston, Jamaica, and are between Cuba and Central America."
23638,Toledo Province,The capital of [X] is [Y] .,Toledo,He worked in [MASK] and obtained the Arabic books in the libraries at Toledo.
23657,McCone County,The capital of [X] is [Y] .,Circle,"Vida /ˈvaɪdə/ is an unincorporated village in northern McCone County, Montana, United States, located on Montana Highway 13 along the Big Sky Back Country Byway, approximately 23 miles south of Wolf Point, Montana, and 27 miles north of [MASK]."
23658,Province of Siena,The capital of [X] is [Y] .,Siena,"The Cinta Senese is particularly associated with the Montagnola [MASK] and the comuni of Casole d'Elsa, Castelnuovo Berardenga, Gaiole in Chianti, Monteriggioni, Siena and Sovicille, in the area between the upper Merse and the upper Elsa rivers."
23659,Hemphill County,The capital of [X] is [Y] .,Canadian,"A businessman engaged in the oil and natural gas industry, King resides with his wife, Rhonda Renell King, in his native [MASK], the county seat of Hemphill County."
23662,Honolulu County,The capital of [X] is [Y] .,Honolulu,"Honolulu County (officially known as the City and County of [MASK], formerly Oahu County) is a consolidated city–county located in the U.S."
23666,Cairns Region,The capital of [X] is [Y] .,Cairns,"Edmonton was an independent township supporting a sugar mill, but is now a suburb of [MASK] in the Cairns Region, Queensland, Australia."
23671,Roman Empire,The capital of [X] is [Y] .,Constantinople,"When the Roman Empire was divided into eastern and western halves in 395 AD, Scupi came under Byzantine rule from [MASK]."
23700,Ada County,The capital of [X] is [Y] .,Boise,Ada County is included in the [MASK] Metropolitan Statistical Area.
23702,Mackay Region,The capital of [X] is [Y] .,Mackay,"Eimeo is a coastal town and suburb of [MASK], the regional city of Mackay Region, Queensland, Australia."
23703,Connecticut,The capital of [X] is [Y] .,Hartford,"Terry served as commander of the Governor's Foot Guard of [MASK] 1802-1813; and as a judge of the Hartford County Court from 1807 to 1809, when he resigned."
23717,Scotland,The capital of [X] is [Y] .,Edinburgh,"Arthur J. Stone (1847–1938), a leading American silversmith, was born, trained and worked in Sheffield, England, and [MASK], Scotland, before travelling to the United States in 1884."
25874,Ankara Province,The capital of [X] is [Y] .,Ankara,"Turkish Airlines flight 835 crashed on September 23, 1961 at 20:02 local time (18:02 UTC) when a Turkish Airlines Fokker F27 Friendship 100 airliner, registration TC-TAY, on a scheduled international flight from Nicosia Airport (NIC) in Cyprus via Adana Airport (ADA/LTAF), Turkey to Esenboğa Airport (ESB/LTAC) in [MASK], flew into the hill Karanlıktepe in Ankara Province on approach to landing."
25875,Lemhi County,The capital of [X] is [Y] .,Salmon,"Constructed in 1909 and 1910 between the towns of Armstead, Montana, and [MASK], the G&P served mining and agricultural areas in Lemhi County, Idaho, and Beaverhead County, Montana."
25876,Kabul Shahi,The capital of [X] is [Y] .,Kabul,"Didda was a daughter of Simharāja, the king of Lohara, and a granddaughter of Bhima Shahi, one of the Hindu Shahi of [MASK]."
25886,County Wexford,The capital of [X] is [Y] .,Wexford,"Curracloe (Irish: Currach Cló, meaning ""marsh of the impression"") is a village in County Wexford, a few miles northeast of the town of [MASK], Ireland."
25903,Cairo Governorate,The capital of [X] is [Y] .,Cairo,"El-Marg (Arabic: المرج [elˈmæɾɡ]) alternatively Al-Marj is an administrative ward (kism) of [MASK], in north-east of Cairo Governorate, bordering Qalyubia Governorate near Shubra El-Kheima city."
25908,Finnish Socialist Workers' Republic,The capital of [X] is [Y] .,Helsinki,"In 1918, the German occupation of Tallinn and the Brest-Litovsk peace treaty forced the flotilla to move to [MASK], under the protection of the Finnish Socialist Workers' Republic."
25909,Chenango County,The capital of [X] is [Y] .,Norwich,"He studied medicine in Vermont and practiced in Preston, New York; surgeon of the Chenango County Company, New York Volunteers, in 1812; clerk of Chenango County in 1820 – 1821; member of the New York State Assembly in 1821 and 1822; elected as a Jacksonian to the 24th United States Congress (March 4, 1835 – March 3, 1837); died in [MASK] on January 13, 1860; interment in Mount Hope Cemetery."
25913,Lazio,The capital of [X] is [Y] .,Rome,[MASK] is the capital of Italy and of the Lazio region.
26133,People's Republic of Poland,The capital of [X] is [Y] .,Warsaw,"The Museum of Communism is a museum focusing on the communist period of Polish history, located in the Palace of Culture and Science in [MASK]."
26138,Mansfield,The capital of [X] is [Y] .,Mansfield,"It is situated close to the small town of Market Warsop, in north Nottinghamshire, England, off the main A60 [MASK] to Worksop road, and lies within Mansfield District Council administrative area and Mansfield Parliamentary constituency, represented by Sir Alan Meale of the Labour Party."
26144,Lahore District,The capital of [X] is [Y] .,Lahore,"Lahore District (Urdu: ضلع لاہور) is a district in the Punjab province of Pakistan that contains the city of [MASK], the district and provincial capital."
26148,Bates County,The capital of [X] is [Y] .,Butler,"He was born on a farm in Bates County, Missouri near [MASK]."
26150,Basel-Stadt,The capital of [X] is [Y] .,Basel,"Monia Kari (born 14 April 1971 in [MASK], Basel-Stadt) is a Tunisian discus thrower."
26160,California,The capital of [X] is [Y] .,Sacramento,Urban Search and Rescue California Task Force 7 or CA-TF7 is a FEMA Urban Search and Rescue Task Force based in [MASK].
26174,Salzburg,The capital of [X] is [Y] .,Salzburg,"It is officially named Land Salzburg, colloquially Salzburgerland, to distinguish it from its eponymous capital, the City of [MASK]."
26196,Kyōto Prefecture,The capital of [X] is [Y] .,Kyoto,"Kyoto University (京都大学 Kyōto daigaku), or Kyodai (京大 Kyōdai) is a national university located in [MASK], Japan."
26263,Province of Florence,The capital of [X] is [Y] .,Florence,"Carapelli (full name is Carapelli Firenze SpA ) is an Italian food company based in Tavarnelle Val di Pesa, which is a small town in the province of [MASK], most famous for its extra virgin olive oil."
26264,West Jersey,The capital of [X] is [Y] .,Burlington,"Richard Smith was born in [MASK] to Richard Smith, a member of the West Jersey Assembly, and Abigail Raper, his wife."
26265,Iraq,The capital of [X] is [Y] .,Baghdad,"Abd al-Latif al-Baghdadi, short for Muwaffaq al-Din Muhammad Abd al-Latif ibn Yusuf al-Baghdadi (Arabic: موفق الدين محمد عبد اللطيف بن يوسف البغدادي; 1162–1231), or Abdallatif al-Baghdadi (Arabic: عبداللطيف البغدادي), born in [MASK], Iraq, was a physician, historian, Egyptologist and traveller, and one of the most voluminous writers of the Near East in his time."
26910,Campania,The capital of [X] is [Y] .,Naples,"Its see is in Capua, in Campania near [MASK]."
27130,Malheur County,The capital of [X] is [Y] .,Vale,"Owyhee, Oregon is a unincorporated community in Malheur County, Oregon 14 miles southeast of [MASK] on the Owyhee River about a mile and a half southwest of where it enters the Snake River at 2,199 feet (670 m) above sea level."
27131,Occitania,The capital of [X] is [Y] .,Toulouse,"One of the most important is the Conservatoire Occitan, located in the city of [MASK] (Occitania), but there are also important schools in Limoges, Aurillac, Belin, Mazamet, and other towns."
27132,Japan,The capital of [X] is [Y] .,Tokyo,"The IAEA has two ""Regional Safeguards Offices"" which are located in Toronto, Canada, and in [MASK], Japan."
29941,East Pakistan,The capital of [X] is [Y] .,Dhaka,"In 1955, the Bengali Prime minister Muhammad Ali Bogra devolved the province of East Bengal and established the state of East Pakistan with [MASK] as its state capital."
29966,Hyderabad State,The capital of [X] is [Y] .,Hyderabad,"Later in the mid 20th century the Late Nawab Prince Mohammed Bakhtawar Khan became a very significant figure in India and one of the most important Kaim Khanis is history, and in his legacy apart from being a major Prominent Business, Landlord [MASK] & philanthropist, whose son Prince Mumtaz Ali Khan became First Muslim Kaimkhani MNA Hyderabad, Deccan, India, along with son HH Prince Mohammed Ishaq Ali Khan being the First Kaim Khani to settle in the UK, with his first son being HH Prince Rashid Khan, whose mother was from the Danish Steel European Banking Kramer family."
29984,First Spanish Republic,The capital of [X] is [Y] .,Madrid,"José Muro y López-Salgado (Valladolid, Spain, 21 December 1840 - [MASK], Spain, 19 June 1907) was a Spanish politician and lawyer who served as Minister of State in 1873, during the presidnecy of Francisco Pi y Margall in the First Spanish Republic."
29987,Miami-Dade County,The capital of [X] is [Y] .,Miami,"The Florida land boom of the 1920s was Florida's first real estate bubble, which burst in 1925, leaving behind entire new cities and the remains of failed development projects such as Aladdin City in south Miami-Dade County and [MASK]'s Isola di Lolando in north Biscayne Bay."
30089,Kerman Province,The capital of [X] is [Y] .,Kerman,"Kerman Province (Persian: استان کرمان, Ostān-e [MASK]) is one of the 31 provinces of Iran."
30103,Gila County,The capital of [X] is [Y] .,Globe,"The Gila County Sheriff's Office (GCSO) is primarily headquartered in [MASK], with a separate patrol, communications, and detention facility located in Payson, Arizona."
30104,Larvotto,The capital of [X] is [Y] .,Monaco,[MASK]'s most populous Quartier is Monte Carlo and the most populous Ward is Larvotto/Bas Moulins.
30112,Province of Canada,The capital of [X] is [Y] .,Montreal,"In 1844, he became editor of a new newspaper in [MASK], the Pilot, which supported Reformers in both Canada East and Canada West."
30114,Alpes-Maritimes,The capital of [X] is [Y] .,Nice,"The Canton of Villefranche-sur-Mer is a French former administrative division, located in the arrondissement of [MASK], in the Alpes-Maritimes département (Provence-Alpes-Côte d'Azur région)."
30144,Estonia,The capital of [X] is [Y] .,Tallinn,"Helsinki is located some 80 kilometres (50 mi) north of [MASK], Estonia, 400 km (250 mi) northeast of Stockholm, Sweden, and 388 km (241 mi) west of Saint Petersburg, Russia."
31163,Western Australia,The capital of [X] is [Y] .,Perth,"Margaret River is a town in the South West of Western Australia, located in the valley of the eponymous Margaret River, 277 kilometres (172 mi) south of [MASK], the state capital."
32279,Lviv Oblast,The capital of [X] is [Y] .,Lviv,"[MASK]'s Old Town (Ukrainian: Старе Місто Львова, Stare Misto L’vova; Polish: Stare Miasto we Lwowie) is the historic centre of the city of Lviv, within the Lviv Oblast (province) in Ukraine, recognized as the State Historic-Architectural Sanctuary in 1975."
32284,New South Wales,The capital of [X] is [Y] .,Sydney,"Admiral Arthur Phillip RN (11 October 1738 – 31 August 1814) was a Royal Navy officer, the first Governor of New South Wales and led the colonisation of what is now Australia and founded the British penal colony that later became the city of [MASK]."
34041,Riverside County,The capital of [X] is [Y] .,Riverside,"Riverside Municipal Airport (Riverside Arlington Airport, decades ago) (IATA: RAL, ICAO: KRAL, FAA LID: RAL), is four miles (6 km) southwest of [MASK], the county seat of Riverside County, California."
34049,Venezuela,The capital of [X] is [Y] .,Caracas,"Alfredo Armas Alfonzo (6 August 1921 in Clarines, Anzoátegui, Venezuela, - 9 November 1990 in [MASK]) was a Venezuelan writer, critic, editor and historian, well known throughout Latin America."
34478,Manitoba,The capital of [X] is [Y] .,Winnipeg,"[MASK] is the capital and most populous city in Manitoba by a significant margin, with 730,018 people residing in the Winnipeg Capital Region."
35039,Kingdom of Italy,The capital of [X] is [Y] .,Turin,"Savoy, along with the county of Nice, was finally annexed to France by a plebiscite, under the Second French Empire in 1860, as part of a political agreement (Treaty of [MASK]) brokered between the French emperor Napoleon III and King Victor Emmanuel II of the Kingdom of Sardinia that began the process of unification of Italy."
35135,Lombardy,The capital of [X] is [Y] .,Milan,"Internazionale [MASK], commonly referred to as Internazionale ([ˌinternattsjoˈnaːle]) or simply Inter, and colloquially known as Inter Milan outside of Italy, is a professional Italian football club based in Milan, Lombardy."
35258,Iran,The capital of [X] is [Y] .,Tehran,"Shahkar Bineshpajooh (Ph.D) Persian: دکتر شاهکار بینش پژوه [MASK], Iran) is an Iranian poet, songwriter, singer and university lecturer."
36446,Vandal Kingdom,The capital of [X] is [Y] .,Carthage,"The Vandalic War was a conflict fought in North Africa (largely in modern Tunisia) between the forces of the Eastern Roman (""Byzantine"") Empire and the Vandalic Kingdom of [MASK], in 533–534."
36447,Swedish Empire,The capital of [X] is [Y] .,Stockholm,"It began with the reconquest of [MASK] by Gustav Vasa and his men from the Danes in 1523, and Sweden's consequent abandonment of the Kalmar Union, and continued with the reign of Gustav's sons Eric XIV, John III, John's son Sigismund, and finally Gustav's youngest son Charles IX."
36472,Kingdom of Great Britain,The capital of [X] is [Y] .,London,"The Treaty of Amity, Commerce, and Navigation, Between His Britannic Majesty and the United States of America, commonly known as the Jay Treaty, and also as Jay's Treaty, the British Treaty, and the Treaty of [MASK] of 1794, was a 1795 treaty between the United States and Great Britain that is credited with averting war, resolving issues remaining since the Treaty of Paris of 1783 (which ended the American Revolutionary War), and facilitating ten years of peaceful trade between the United States and Britain in the midst of the French Revolutionary Wars, which began in 1792."
36474,Libya,The capital of [X] is [Y] .,Tripoli,"He declaimed and then distributed a witty tour de force in his own defense before the proconsul and a court of magistrates convened in Sabratha, near ancient [MASK], Libya."
36734,Grand Duchy of Moscow,The capital of [X] is [Y] .,Moscow,"Sokolniki Park, named for the falcon hunt of the Grand Dukes of Muscovy formerly conducted there, is located in the eponymous Sokolniki District of [MASK]."
36747,Bolton,The capital of [X] is [Y] .,Bolton,"The arena was designed for Bolton Council and its partners Sport England and the Lawn Tennis Association by [MASK] architects Bradshaw Gass & Hope who also acted as lead consultants and Structural Engineers to the project, although, the concept design was developed initially as a joint venture between the former Borough Architect, Patrick Taylor and Mark Head, then a partner of Bradshaw Gass and Hope."
36751,Australian Capital Territory,The capital of [X] is [Y] .,Canberra,It is located approximately 50 kilometres south of [MASK] (ACT).
37009,Hassan District,The capital of [X] is [Y] .,Hassan,"It is located in the village of Korvangla, 10 km from [MASK], in Hassan district or Karnataka state, India."
37011,Vichy France,The capital of [X] is [Y] .,Paris,"Carré, who had contacts with the Vichy Second Bureau, joined the headquarters section of his Franco-Polish Interallié espionage network based in [MASK] under the cryptonym ""Victoire"" (as all the headquarters section staff had ""V"" initial names, in a network which named its agents and their sectors or areas of coverage for Christian names grouped by the letters of the alphabet) although nicknamed La Chatte, (""The She-cat"") for her feline predatory and stealthy propensities."
37026,Waikato Region,The capital of [X] is [Y] .,Hamilton,"It is centred on the Waikato which consists of Waikato District, Matamata-Piako District, Waipa District, South Waikato District and [MASK]."
37031,Bas-Rhin,The capital of [X] is [Y] .,Strasbourg,"Fabienne Keller (born in 1959 in Sélestat, Bas-Rhin) was the mayor (Union for French Democracy) of [MASK], France, from March 2001 to March 2008."
37058,Mingo County,The capital of [X] is [Y] .,Williamson,"Ward was city attorney of [MASK] and served as prosecuting attorney and on the board of education for Mingo County, West Virginia."
37059,Lublin County,The capital of [X] is [Y] .,Lublin,"Bełżyce [bɛu̯ˈʐɨt͡sɛ] is a town in eastern Poland, in the Lublin Voivodeship, in Lublin County, and about 20 km to the west of the city of [MASK]."
37065,Vilnius County,The capital of [X] is [Y] .,Vilnius,"Vilnius ([ˈvʲɪlʲnʲʊs]; Polish: [MASK], see also other names) is the capital of Lithuania and its largest city, with a population of 542,664 as of 2015."
37073,Brussels-Capital Region,The capital of [X] is [Y] .,Brussels,"However, several municipalities outside of the Brussels-Capital Region have been merged with the City of [MASK] throughout its history including Laken, Haren, and Neder-Over-Heembeek, which were merged into the City of Brussels in 1921."
37099,Saskatchewan,The capital of [X] is [Y] .,Regina,"Kelliher is a village in the Canadian province of Saskatchewan, about 140 km north of the capital [MASK]."
37101,Tehran Province,The capital of [X] is [Y] .,Tehran,[MASK] (About this sound pronunciation ; Persian: Tehrān – تهران) is the capital of Iran and Tehran Province.
37106,Kiev-Sviatoshyn Raion,The capital of [X] is [Y] .,Kiev,"Kiev Chaika Airfield (Ukrainian: Аеродром „Київ Чайка”, also given as [MASK] West) is an airport in Ukraine located in Petropavlivs'ka Borshchahivka (Kiev-Sviatoshyn Raion), about 15 km (9 mi) west of Kiev."
37108,Emilia-Romagna,The capital of [X] is [Y] .,Bologna,"Campini was born at [MASK], Emilia-Romagna."
37160,Khedivate of Egypt,The capital of [X] is [Y] .,Cairo,He defended Ahmed ‘Urabi (Arabi Pascha) in [MASK] when he was tried by the restored Khedivate on 3 December 1882 following the ‘Urabi Revolt which had led to the Anglo-Egyptian War.
37162,Calloway County,The capital of [X] is [Y] .,Murray,Calloway County comprises the [MASK] Micropolitan Statistical Area.
37164,McMinn County,The capital of [X] is [Y] .,Athens,"McMinn County comprises the [MASK] Micropolitan Statistical Area, which is also included in the Chattanooga-Cleveland-Dalton, TN-GA-AL Combined Statistical Area."
37166,Poinsett County,The capital of [X] is [Y] .,Harrisburg,"The Harrisburg Commercial Historic District encompasses the historic civic and commercial heart of [MASK], the county seat of Poinsett County, located in the far northeastern part of the state."
37169,Banks County,The capital of [X] is [Y] .,Homer,The Old Banks County Courthouse is located in [MASK] and listed on the National Register of Historic Places.
37171,Ireland,The capital of [X] is [Y] .,Dublin,"It is named after the city of [MASK], which is the regional capital and the capital city of Ireland."
39652,Cape Girardeau County,The capital of [X] is [Y] .,Jackson,"Edward Dixon Hays was graduated from the Oak Ridge High School in 1889 and from the Cape Girardeau State Normal School (Southeast Missouri State University) in 1893.He taught school until 1895.He moved to [MASK], in 1895.He studied law and was admitted to the Missouri bar in 1896 and commenced practice in Jackson, Missouri.He served as mayor of Jackson in 1903–1907.He was elected Probate Judge of Cape Girardeau County from 1907 to 1918.He moved to Cape Girardeau, Missouri, in 1915 and continued the practice of law.He was elected Republican Congressman to the Sixty-sixth and Sixty-seventh United States Congress (March 4, 1919 – March 3, 1923).He was an unsuccessful candidate for reelection in 1923 to the Sixty-eighth Congress.He was admitted to the District of Columbia Bar and Appointed Trial Lawyer, arguing cases before the United States Supreme Court as Special Asst."
39653,Vilnius Voivodeship,The capital of [X] is [Y] .,Vilnius,"Michał Kazimierz Pac (1624–1682) was a Grand Hetman of Lithuania and Voivode of [MASK], Krzysztof Zygmunt Pac (1621–1684), Grand Chancellor of Lithuania, Mikołaj Stefan Pac (?-1684), voivode of Trakai and bishop of Vilnius, and Kazmierz Pac (?-1695), bishop of Samogitia."
39667,Barren County,The capital of [X] is [Y] .,Glasgow,"Glasgow Independent Schools is a public school district in Barren County, Kentucky, USA, based in [MASK]."
39672,Kingdom of Essex,The capital of [X] is [Y] .,London,"Mellitus was exiled from [MASK] by the pagan successors to his patron, King Sæberht of Essex, following the latter's death around 616."
39675,Gage County,The capital of [X] is [Y] .,Beatrice,"Gage County comprises the [MASK] Micropolitan Statistical Area, which is also included in the Lincoln-Beatrice, NE Combined Statistical Area."
39677,Baku Governorate,The capital of [X] is [Y] .,Baku,"[MASK] is the capital of Azerbaijan Republic, which was also the capital of Shirvan (during the reigns of Akhsitan I and Khalilullah I), Baku khanate, Azerbaijan Democratic Republic and Azerbaijan SSR and the administrative center of Russian Baku governorate."
39683,Uruguay,The capital of [X] is [Y] .,Montevideo,"The Montevideo Convention on the Rights and Duties of States is a treaty signed at [MASK], Uruguay, on December 26, 1933, during the Seventh International Conference of American States."
40472,Achaemenid Empire,The capital of [X] is [Y] .,Babylon,"Vanant may have its origins in the Sumero-Akkadian Vanand, perhaps incorporated in the Zoroastrian pantheon as a consequence of the close relations between Iran and [MASK] during the late Achaemenid era."
40486,Warwickshire,The capital of [X] is [Y] .,Warwick,"[MASK] (/ˈwɒrɪk/ WORR-ik) is the county town of Warwickshire, England."
40554,Pitkin County,The capital of [X] is [Y] .,Aspen,"Shaner served as a sworn Deputy Sheriff Law Enforcement Officer in Pitkin County, [MASK] where he developed the first Ki-Aikido based arrest control and quarterly qualification program in Colorado."
40555,Republic of Florence,The capital of [X] is [Y] .,Florence,Florin derives from the city of Florence (or [MASK]) in Italy and frequently refers to the (fiorino d'oro) gold coin struck in 1252.
40567,Rabun County,The capital of [X] is [Y] .,Clayton,"Until 2009, it had been licensed to [MASK], and known as WGHC, Rabun County Radio 1370."
40571,Pest County,The capital of [X] is [Y] .,Budapest,"In colloquial Hungarian, ""Pest"" is often used for the whole capital of [MASK]."
40644,Sacramento County,The capital of [X] is [Y] .,Sacramento,"He was a deputy district attorney of Sacramento County, California from 1949 to 1951, and was then in private practice in [MASK] from 1951 to 1979."
40646,United States Army Military Government in Korea,The capital of [X] is [Y] .,Seoul,"Established in Gyeongsong (modern-day [MASK], South Korea, called Keijō during the Japanese occupation of Korea) in 1924, it was abolished by the United States Army Military Government in Korea (USAMGIK) in 1946, following the Japanese surrender to the Allies and withdrawal from its occupation of Korea at the end of World War II."
40647,Granville County,The capital of [X] is [Y] .,Oxford,"Lewis is an unincorporated community in central Granville County, North Carolina, United States, north of [MASK]."
40648,Khalji dynasty,The capital of [X] is [Y] .,Delhi,"According to local legends, it was a 'tower of beheading', where the severed heads of thieves were displayed on spear through its 225 holes, to act as a deterrent to thieves, though some historian suggest that the Khilji king slaughtered a settlement of Mongol people, nearby, to stop them from joining with their brethren in another Mongol settlement in [MASK], the present day locality of 'Mongolpuri'."
40649,Peru,The capital of [X] is [Y] .,Lima,"The II Bolivarian Games (Spanish: Juegos Bolivarianos) were a multi-sport event held between December 25, 1947, and January 8, 1948, at the Estadio Nacional de Perú in [MASK]."
40651,Electoral Palatinate,The capital of [X] is [Y] .,Heidelberg,"The Bibliotheca Palatina (""Palatinate library"") of [MASK] was the most important library of the German Renaissance, numbering approximately 5,000 printed books and 3,524 manuscripts."
40674,Sri Lanka,The capital of [X] is [Y] .,Colombo,"The house crow (Corvus splendens), also known as the Indian, greynecked, Ceylon or [MASK] crow, is a common bird of the crow family that is of Asian origin but now found in many parts of the world, where they arrived assisted by shipping."
41487,Jennings County,The capital of [X] is [Y] .,Vernon,"Born in [MASK], New was graduated from Vernon (Indiana) Academy and Bethany (W.Virginia) College.He studied law.He was admitted to the bar in 1851 and practiced in Vernon, Indiana, until 1864.He served as mayor of Vernon 1852-1854.He served as prosecuting attorney of Jennings County, Indiana, from 1860 to 1864.He served as judge of the district court of common pleas 1864-1868.He resumed the practice of law in Vernon."
41490,Kingdom of Iraq,The capital of [X] is [Y] .,Baghdad,"The population of [MASK], as of 2011, is approximately 7,216,040, making it the largest city in Iraq, the second largest city in the Arab world (after Cairo, Egypt), and the second largest city in Western Asia (after Tehran, Iran)."
41506,Bratislava Region,The capital of [X] is [Y] .,Bratislava,"([MASK]) - Hidegkút is the Hungarian name for one of the boroughs of Bratislava, Slovakia."
41509,Confederate States of America,The capital of [X] is [Y] .,Montgomery,"With the entry of Virginia into the Confederacy, a decision was made in May to move the Confederate capital from [MASK], to Richmond, in part because the defense of Virginia's capital was deemed strategically vital to the Confederacy's survival regardless of its political status."
41534,Kingdom of Serbia,The capital of [X] is [Y] .,Belgrade,"Going in hiding for some time, as Ottoman authorities were searching for him, he then emigrated to Principality of Romania and later joined the First Bulgarian Legion in [MASK], Principality of Serbia."
41546,Southern Han,The capital of [X] is [Y] .,Guangzhou,"Liu Yin (劉隱) (874–April 4, 911), formally Prince Xiang of Nanhai (南海襄王), later further posthumously honored Emperor Xiang (襄皇帝) with the temple name of Liezong (烈宗) by his younger brother Liu Yan, was a warlord late in the Chinese dynasty Tang Dynasty and Tang's succeeding dynasty Later Liang of the Five Dynasties and Ten Kingdoms period, who ruled Qinghai Circuit (清海, headquartered in modern [MASK], Guangdong) as its military governor (Jiedushi)."
41550,County Waterford,The capital of [X] is [Y] .,Waterford,"The family surname Felan is an anglicized variety of an ancient Irish name, Ó Faoláin, which is the name of an important Irish sept which was prominent in a southeast area of Ireland known historically as ""The Decies"", which today is part of the modern county of [MASK]."
41570,Serbia and Montenegro,The capital of [X] is [Y] .,Belgrade,"Thus, the following 1992–93 season of the Yugoslav First League was played by teams from SR Yugoslavia (Serbia and Montenegro) and one Bosnian team – Borac Banja Luka which played its home games in [MASK]."
41596,Ukraine,The capital of [X] is [Y] .,Kiev,"As of early 2014 company has a total of 15 locations in Riga, Latvia in addition to seven locations in Russia, and one in each [MASK], Ukraine and Baku, Azerbaijan."
42784,Algiers Province,The capital of [X] is [Y] .,Algiers,"Sometimes nicknamed El-Behdja (البهجة) or alternatively [MASK] la Blanche (""Algiers the White"") for the glistening white of its buildings as seen rising up from the sea, Algiers is situated on the west side of a bay of the Mediterranean Sea."
42789,La Colle,The capital of [X] is [Y] .,Monaco,"Alexandra Coletti (born in August 8, 1983 in La Colle, Monaco) is a [MASK] alpine skier who competed for Monaco in the 2006 Winter Olympics."
42795,Carabobo,The capital of [X] is [Y] .,Valencia,"The University of Carabobo (Spanish: Universidad de Carabobo) is an autonomous, public university of Venezuela located in [MASK]."
42800,Bosnia and Herzegovina,The capital of [X] is [Y] .,Sarajevo,"The Foreign Legion was also deployed in Cambodia, Somalia, [MASK], Bosnia and Herzegovina."
43542,Sangamon County,The capital of [X] is [Y] .,Springfield,Sangamon County is included in the [MASK] Metropolitan Statistical Area.
43544,Borough of Scarborough,The capital of [X] is [Y] .,Scarborough,"Scarborough International Rugby League Festival is a rugby league nines tournament that is held in [MASK], England."
43547,Armenia,The capital of [X] is [Y] .,Yerevan,"[MASK] (/ˌjɛrəˈvɑːn/; Armenian: Երևան, Western Armenian: Երեւան [jɛɾɛˈvɑn], About this sound listen ) is the capital and largest city of Armenia, and one of the world's oldest continuously inhabited cities."
44125,Abbasid Caliphate,The capital of [X] is [Y] .,Damascus,"[MASK] saw a political decline throughout the Abbasid era, only to regain significant importance in the Ayyubid and Mamluk periods."
44129,Jalisco,The capital of [X] is [Y] .,Guadalajara,"The [MASK] Temple, located in the conurbated municipality of Zapopan, serves more than 60,000 members in the country's second largest city, the state of Jalisco, and other parts of western Mexico."
44240,Bangladesh,The capital of [X] is [Y] .,Dhaka,"Head Office of BSCIC is located at 137-138, Motijheel, [MASK], Bangladesh."
44919,Czech Socialist Republic,The capital of [X] is [Y] .,Prague,"The Constitution stipulated the creation of separate government structures for the Czech Socialist Republic, located in [MASK], and the Slovak Socialist Republic, situated in Bratislava."
44920,East Bengal,The capital of [X] is [Y] .,Dhaka,"In 1955, the Bengali Prime minister Muhammad Ali Bogra devolved the province of East Bengal and established the state of East Pakistan with [MASK] as its state capital."
44937,Alabama,The capital of [X] is [Y] .,Montgomery,Hall moved to Alabama in 1818 and engaged in planting near [MASK].
