,sub_label,template,obj_label,masked_sentence
1318,I'm Your Boogie Man,[X] plays [Y] music .,disco,"Their best-known songs include the [MASK] hits ""That's the Way (I Like It)"", ""(Shake, Shake, Shake) Shake Your Booty"", ""I'm Your Boogie Man"", ""Keep It Comin' Love"", ""Get Down Tonight"", ""Boogie Shoes"", ""Please Don't Go"" and ""Give It Up""."
1319,Rising Damp,[X] plays [Y] music .,BBC,"Richard Arthur Beckinsale (6 July 1947 – 19 March 1979) was an English actor, best known for his roles as Lennie Godber in the popular [MASK] sitcom Porridge (along with its sequel series Going Straight) and Alan Moore in the British sitcom Rising Damp."
1321,Paddy Milner,[X] plays [Y] music .,jazz,"Paddy Milner's music shows many influences ranging from pop-rock through to [MASK], classical and British folk."
1322,Trend Records,[X] plays [Y] music .,jazz,Trend Records was a post-World War II United States [MASK] record label.
1324,The Wailers Band,[X] plays [Y] music .,reggae,"My Friends was a studio album by The Wailers Band, a [MASK] band."
1330,Arthur Goring Thomas,[X] plays [Y] music .,opera,Esmeralda is an [MASK] in four acts composed by Arthur Goring Thomas to an English-language libretto by Theo Marzials and Alberto Randegger based on Victor Hugo's novel The Hunchback of Notre-Dame.
1331,Jim Pugliese,[X] plays [Y] music .,jazz,"Jim Pugliese (born James Pugliese in Newark, New Jersey, 1952) is an American percussionist, drummer, composer and international recording artist on over ninety CDs of experimental, [MASK] and rock music."
1333,The Jazztet,[X] plays [Y] music .,jazz,"He has played and recorded with a long list of [MASK] greats including Jackie McLean, Art Blakey, Chick Corea, Freddie Hubbard and The New Jazz Composers Octet, Benny Golson's New Jazztet, One for All (Eric Alexander, Jim Rotondi, David Hazeltine, John Webber, Joe Farnsworth), Hank Jones, Cecil Payne, Horace Silver, Cedar Walton, Harold Mabern, Larry Willis, Eddie Henderson, The Dizzy Gillespie Alumni All-Star Big Band (featuring Slide Hampton, James Moody, Jimmy Heath, Roy Hargrove), Avishai Cohen, Wynton Marsalis and the Lincoln Center Jazz Orchestra, and Michael Weiss, among many others."
1335,Flying Dutchman Records,[X] plays [Y] music .,jazz,"Mainstream acted as the distributing label for Bob Thiele's Flying Dutchman Records and continued issuing soundtracks and new [MASK] material through to 1978, when it ceased."
1340,The Little Prince,[X] plays [Y] music .,novella,"The volcanoes in the range Santa Ana Volcano, Izalco Volcano, and Cerro Verde were the inspiration for the two active and one dormant volcanoes in Antoine de Saint-Exupéry's famous French [MASK] (The Little Prince), based on his life with his Salvadoran wife Consuelo de Saint Exupéry, who was The Rose in the story."
1351,Garnett Brown,[X] plays [Y] music .,jazz,"Garnett Brown (born 31 January 1936) is a [MASK] trombonist who has worked with The Crusaders, Herbie Hancock, Lionel Hampton, and others."
1356,Magni Wentzel,[X] plays [Y] music .,jazz,"Magni Wentzel (born 28 June 1945 in Oslo, Norway) is a Norwegian [MASK] musician (vocals and guitar), the daughter of musicians Odd Wentzel-Larsen and Åse Wentzel, and known for a number of jazz recordings."
1360,"Call Cobbs, Jr.",[X] plays [Y] music .,jazz,"and Call Cobbs) (1910 or 1911, in Springfield, Ohio – September 21, 1971) was an American [MASK] pianist, electric harpsichordist, and organist."
1363,Dinnerladies,[X] plays [Y] music .,sitcom,"Maxine Peake (born 14 July 1974) is an English stage, radio, film and television actress, who made her name as Twinkle in Victoria Wood's [MASK] dinnerladies."
1365,Acker Bilk,[X] plays [Y] music .,jazz,"Several British [MASK] musicians, such as Acker Bilk, Bruce Turner, Tubby Hayes, Les Condon, Dick Morrissey, Brian Lemon and Buck Clayton, recorded on the label in the mid 1960s."
1369,John Bernard Riley,[X] plays [Y] music .,jazz,"Allee has collaborated with many well known [MASK] musicians, including Slide Hampton, James Moody, Rufus Reid Quintet, Bob Mintzer, Randy Brecker, Phil Woods, Curtis Fuller, the Buddy Rich Orchestra, Jeff Hamilton, John Clayton, Tim Hagans, John Riley, Ira Sullivan, Ed Thigpen, Eddie Vinson, Milt Hinton, and Bobby Shew."
1371,I Married Joan,[X] plays [Y] music .,sitcom,"Magoo, the rich Hubert Updike III on the radio version of The Alan Young Show, Joan Davis's character's husband (a domestic court judge) on TV's I Married Joan, James Dean's character's father in Rebel Without a Cause, and Thurston Howell, III on the 1960s [MASK] Gilligan's Island."
1375,The Upsetters,[X] plays [Y] music .,reggae,"The Upsetters was the name given to the house band for Jamaican [MASK] producer Lee ""Scratch"" Perry."
1381,Satires,[X] plays [Y] music .,satire,The [MASK] (Latin: Satirae or Sermones) are a collection of satirical poems written by the Roman poet Horace.
1385,Tohpati,[X] plays [Y] music .,jazz,"Tohpati Ario Hutomo (born 25 July 1971 in Jakarta, Indonesia) is an Indonesian [MASK] guitarist and songwriter."
1387,Pascal Dusapin,[X] plays [Y] music .,opera,"Perelà, uomo di fumo (Perelà, man of smoke) is an [MASK] in ten chapters composed by Pascal Dusapin."
1388,Pete La Roca,[X] plays [Y] music .,jazz,"Sonny Clark Quintets is an album by [MASK] pianist Sonny Clark, recorded for the Blue Note label, featuring performances by Clark with Clifford Jordan, Kenny Burrell, Paul Chambers, and Pete LaRoca and two with Art Farmer, Jackie McLean, and Philly Joe Jones replacing Jordan, Burrell and LaRoca."
1389,Tommy Banks,[X] plays [Y] music .,jazz,"Throughout its run, the show had played a wide variety of songs from [MASK] performers from Canada, the United States and around the world, ranging from the legends of jazz (including Louis Armstrong, Count Basie, Horace Silver and Canada's own Oscar Peterson and Tommy Banks) to modern stars (like Branford Marsalis, Terence Blanchard, Pat Metheny and Canadian stars Diana Krall and Ingrid Jensen)."
1391,Jamie Cullum,[X] plays [Y] music .,jazz,"The song was a [MASK] number, which UK commentator Terry Wogan likened to the music of the recent jazz phenomenon, Jamie Cullum."
1401,Source Code,[X] plays [Y] music .,thriller,Ben Ripley is an American screenwriter best known for writing the science-fiction [MASK] Source Code directed by Duncan Jones.
1403,Rune Grammofon,[X] plays [Y] music .,jazz,"The band records on the Rune Grammofon label, home of Norwegian artists mainly covering improv, electronica, [MASK], avant rock and alternative pop."
1406,Dennis Rea,[X] plays [Y] music .,jazz,"in 1993 Greinke founded the group LAND, described by guitarist Dennis Rea as ""an odd blend of [MASK], rock, electronic, and world music."""
1408,Paul Dessau,[X] plays [Y] music .,opera,"Though first conceived as an [MASK], the text was set to music by Paul Dessau."
1410,Les McCann,[X] plays [Y] music .,jazz,"He worked as a session drummer in the 1960s for [MASK] artists such as Wes Montgomery, Les McCann, Kai Winding, Jimmy Smith, Charles Mingus, Lee Konitz, Blue Mitchell and Gene Ammons."
1415,Ole Mathisen,[X] plays [Y] music .,jazz,Ole Mathisen (born 13 February 1965) is a Norwegian [MASK] musician (saxophone and clarinet) and composer.
1417,Chaostar,[X] plays [Y] music .,opera,"Chaostar is a classical, [MASK] and vocal orchestra from Greece started in 1998, composed of Christos Antoniou, Spiros Antoniou, Sotiris Vayenas, Nathalie Rassoulis, and Sapfo Stavridou."
1419,The Aggrolites,[X] plays [Y] music .,reggae,"The Aggrolites are a [MASK] band from Los Angeles, California, formed in 2002."
1428,Leo Parker,[X] plays [Y] music .,jazz,Let Me Tell You 'Bout It is the debut album by American [MASK] saxophonist Leo Parker featuring performances recorded and released on the Blue Note label in 1961.
1430,Lost Tribe,[X] plays [Y] music .,trance,"He is known for his work in the Euphoria [MASK] series and for 'Gamemaster' (as Lost Tribe) and his remixes of Agnelli & Nelson's ""El Niño""."
1431,Roots Radics,[X] plays [Y] music .,reggae,"Lincoln Valentine Scott (29 April 1956 – 9 October 2014), better known as Style Scott, was a Jamaican [MASK] drummer, famous for playing in the Roots Radics and, later, with Dub Syndicate."
1435,Ranking Trevor,[X] plays [Y] music .,reggae,"Maxwell Grant (20 January 1960 – 7 August 2012), better known as Ranking Trevor and sometimes as Ranking Superstar, was a Jamaican [MASK] deejay."
1437,Salvatore Licitra,[X] plays [Y] music .,opera,"He went on to specialize in being a publicist for [MASK] singers, helping shape and forward the careers of major stars like Lily Pons, Anna Moffo, Eleanor Steber, Jussi Björling, George London, Leonard Warren, Mirella Freni, Shirley Verrett, Cecilia Bartoli, Dolora Zajick, Dorothy Kirsten, Eileen Farrell, Birgit Nilsson, Rise Stevens and Salvatore Licitra."
1439,H. P. Lovecraft,[X] plays [Y] music .,fantasy,"""The Cats of Ulthar"" is a short story written by American [MASK] author H. P. Lovecraft in June 1920."
1476,Arliss,[X] plays [Y] music .,sitcom,Arliss (rendered in its logo as Arli$$) is an American [MASK] about a sports agent and his group of associates.
1479,Benny Golson,[X] plays [Y] music .,jazz,"Several great [MASK] musicians have played, jammed and given seminars in both the Praça da Alegria's club and in the Music School, including Ronnie Scott, Sarah Vaughan, Charlie Haden, Benny Golson, Maria João and Dave Liebman."
1494,Jiunie Booth,[X] plays [Y] music .,jazz,"The piece includes a chorus, strings, recitations of poems by Fazil Husnu Daglarca and other texts, organists and tape-based musique concrète, as well as Hubbard's [MASK] quintet: (tenor saxophonist Junior Cook, pianist Kenny Barron, bassist Art Booth and drummer Louis Hayes)."
1495,Max Bruch,[X] plays [Y] music .,symphony,"Foster has recorded a number of discs for PENTATONE, including Gordon Getty's opera Usher House, Schumann's [MASK], orchestral works by Kodaly, Bartok and Ligeti, and piano and violin concertos by Bruch, Korngold, Rachmaninov, Grieg and Chopin, with various soloists."
1496,Animal Farm,[X] plays [Y] music .,novella,"Animal Farm is an allegorical and dystopian [MASK] by George Orwell, first published in England on 17 August 1945."
1500,Ronnie Foster,[X] plays [Y] music .,jazz,"Wonderland is an album by [MASK] saxophonist Stanley Turrentine, his second recorded for the Blue Note label following his return to the label in 1984, featuring four performances of tunes associated with Stevie Wonder by Turrentine with Don Grusin, Ronnie Foster, Mike Miller, Abe Laboriel, Harvey Mason, and Paulinho Da Costa with guest appearances by Wonder and Eddie Del Barrio."
1504,Patricia Barber,[X] plays [Y] music .,jazz,"In 1999, Narducy sang a duet with [MASK] singer/pianist Patricia Barber on her Blue Note Records debut, Companion."
1507,Tim Garland,[X] plays [Y] music .,jazz,The final band line-up featured previously established [MASK] musicians in the form of Chick Corea sideman Tim Garland and veteran bass player Laurence Cottle.
1513,Bobby Hackett,[X] plays [Y] music .,jazz,"Finding the life of a professional [MASK] musician financially difficult, Masso quit performing following his work with Dorsey but returned years later in a 1973 recording and performed with Bobby Hackett and Benny Goodman."
1517,Hugh Ragin,[X] plays [Y] music .,jazz,Hugh Ragin is an American [MASK] trumpeter.
1519,The Flame Knife,[X] plays [Y] music .,novella,The Flame Knife is a 1955 fantasy [MASK] written by Robert E. Howard and L. Sprague de Camp featuring Howard's seminal sword and sorcery hero Conan the Barbarian.
1521,Willie Ruff,[X] plays [Y] music .,jazz,"Willie Ruff (born September 1, 1931) is an American [MASK] musician, specializing in the French horn and double bass."
1523,Eek-A-Mouse,[X] plays [Y] music .,reggae,U-Neek is the tenth studio album by Jamaican [MASK] artist Eek-A-Mouse.
1530,Dirty Dozen Brass Band,[X] plays [Y] music .,jazz,"Recent shows include - Prince, Judy Collins, Stacey Kent, Lucinda Williams, Philip Glass (solo piano), Bob Mould, Suzanne Vega, Cowboy Junkies, Joe Henry, Raul Malo, Alex Cuba, Bettye LaVette, Angelique Kidjo, Dan Wilson, Shawn Colvin, CeU, Bebel Gilberto, Mavis Staples, Rachelle Ferrell, Mike Doughty, Josh Rouse, Anoushka Shankar, Shelby Lynne, Madeleine Peyroux, Raul Midon, Max Weinberg, Asleep at the Wheel, Tower of Power, Ely Guerra (""Best Alternative"" at 2010 Latin Grammy), Aimee Mann, Nick Lowe, Katie Melua, Jimmy Webb, Ruthie Foster, Pieta Brown, The Pines, Ronnie Spector, Brian McKnight, James Hunter, Vusi Mahlesela, Liz Wright, Les Nubians, Dirty Dozen Brass Band, Iris Dement ..... Food at the Dakota The Dakota originally opened primarily as a restaurant with [MASK] that featured jazz in the bar."
1532,Tierney Sutton,[X] plays [Y] music .,jazz,"In addition to playing as a quartet, they have collaborated with renowned [MASK] artists such as clarinetist Paquito D'Rivera, pianist Kenny Barron, the classical string quartet Ying Quartet, vocalist Tierney Sutton and several major orchestras."
1536,Iration,[X] plays [Y] music .,reggae,"Iration is a [MASK] group from Santa Barbara, CA."
1538,Martin France,[X] plays [Y] music .,jazz,"Whilst living in London Andrew studied with percussionists David Corkhill, Mike Skinner and Richard Benjafield, and received [MASK] tuition from Trevor Tomkins, Martin France, Pete Churchill and Scott Stroman."
1539,Peak Records,[X] plays [Y] music .,jazz,"In November 2004, it was announced that London had been signed to [MASK] recording label Peak Records, an imprint of Concord Records, the final label of jazz legend Ray Charles before his death."
1541,Ziggy Marley and the Melody Makers,[X] plays [Y] music .,reggae,"Joy and Blues is a 1993 studio album by [MASK] band Ziggy Marley & The Melody Makers, released on Virgin Records."
1542,Stephen Storace,[X] plays [Y] music .,opera,The Pirates is an [MASK] by composer Stephen Storace with an English libretto by James Cobb.
1550,Alexander Knaifel,[X] plays [Y] music .,opera,"The Canterville Ghost (also The Ghost of Canterville, Russian: Кантервильское привидение – Kantervíl’skoye privedénie, however usually spelt as Кентервильское привидение – Kentervíl’skoye privedénie; French: Le fantôme de Canterville, German: Das Gespenst von Canterville), an [MASK] by the Russian composer Alexander Knaifel (Russian: Кнайфель) in three acts for 18 singers and chamber orchestra, also in an abridged version for two soloists and chamber orchestra."
1551,Poison Study,[X] plays [Y] music .,fantasy,"Poison Study is a 2005 [MASK] novel written by Maria V. Snyder and the first book in the Study series.It tells the story of a twenty-year-old girl named Yelena, who after spending just less than a year in a dungeon awaiting execution is given the chance to live on the condition that she will become the Commander's Food Taster."
1553,Duke Ellington,[X] plays [Y] music .,jazz,"The most influential [MASK] double bassists from the 1940s and 1950s include bassist Jimmy Blanton (1918–1942) (a member of the Duke Ellington band); Oscar Pettiford (1922 – 1960), who is considered by bassists and musicologists to be the first bebop bassist and the transitional link from the swing era to bebop."
1664,Nilva Records,[X] plays [Y] music .,jazz,Nilva Records was a [MASK] record label operated by the drummer Alvin Queen.
1666,La fiamma,[X] plays [Y] music .,opera,"La fiamma (The Flame) is an [MASK] in three acts by Ottorino Respighi to a libretto by Claudio Guastalla based on Hans Wiers-Jenssen's 1908 play Anne Pedersdotter, The Witch."
1668,Willie Cook,[X] plays [Y] music .,jazz,"Willie Cook (November 11, 1923, Tangipahoa, Louisiana - September 22, 2000, Stockholm, Sweden) was an American [MASK] trumpeter."
1670,Michael Parsberg,[X] plays [Y] music .,trance,Michael Parsberg (born Michael Parsberg-Hansen; 1974 in Copenhagen) is a Danish [MASK] and house producer and DJ.
1672,Svend Asmussen,[X] plays [Y] music .,jazz,"During the Nazi occupation of Denmark from 1940–45, [MASK] was discouraged by the regime, but Bonfils played with Svend Asmussen in Valdemar Eiberg's band, as well as elsewhere, and jazz became a symbol of the underground and political protest."
1678,Time Lapse,[X] plays [Y] music .,thriller,Time Lapse is a 2014 American indie sci-fi [MASK] and the directorial debut of Bradley King.
1680,Lu Watters,[X] plays [Y] music .,jazz,"For two years beginning in 1938 he was a singer, banjoist and sometimes percussionist with Lu Watters's Yerba Buena Jazz band, the group that helped spark the [MASK] that continues to this day."
1684,Sylvano Bussotti,[X] plays [Y] music .,opera,"He has recorded over 150 LPs and CDs, and has authored 350 compositions mostly published by Warner Chappell (ranging from [MASK] and symphony to solo works) and eight musicology books.He has performed at festivals, concert seasons and theaters as soloist and conductor of his compositions conducting the American Youth Symphonic Orchestra, the LA Contemporary Orchestra, the Mitteleuropa Orchestra, the ER Youth Symphonic Orchestra and many Ensembles.He also directed and staged his operas as well theatrical plays of other US authors.His opera TINA was highly acclaimed in Italy as well in California.Holding a PHD in Ancient Music from the prestigious University of Bologna, he did teach in Europe as well in USA from Universities to jazz schools.He has performed and recorded, co-leading, with some of the greatest avant-garde soloists and composers, including John Zorn, Sylvano Bussotti, Steve Lacy, Don Cherry, Evan Parker, Fred Frith, Tom Cora, Alvin Curran, Henry Kaiser, Teo Jöergesmann, Albert Mangelsdorf, Gianluigi Trovesi, Anthony Coleman, Toshinori Kondo, just to name few."
1686,Arnold Bax,[X] plays [Y] music .,symphony,"A more lyrical second subject follows, before the main motives return to recapitulate in the shortest opening movement of all Bax's [MASK]."
1692,Andy Milne,[X] plays [Y] music .,jazz,Andy Milne (born 1969) is a [MASK] pianist/composer now based in New York.
1694,Jacqui Dankworth,[X] plays [Y] music .,jazz,"The Concorde has become a popular venue for a parade of leading female [MASK] singers including Clare Teal, Stacey Kent, Jacqui Dankworth and Rosemary Squires."
1698,Freddie Keppard,[X] plays [Y] music .,jazz,"Freddie Keppard (sometimes rendered as Freddy Keppard) (February 27, 1889 – July 15, 1933) was an early [MASK] cornetist who once held the title of ""King"" in the New Orleans jazz scene."
1705,De Werf,[X] plays [Y] music .,jazz,"It was released in 1995 on the De Werf label, and is representative of the Belgian [MASK] scene."
1706,Fast Five,[X] plays [Y] music .,thriller,"Almeida achieved international fame with his portrayals of Félix Cortez in the Phillip Noyce's [MASK] Clear and Present Danger (1994), drug kingpin Bucho in Desperado (1995), Ramon Salazar on the Fox thriller drama series 24 (2003–04) and Hernan Reyes in the 2011 street racing action film Fast Five."
1709,Olu Dara,[X] plays [Y] music .,jazz,In the World: From Natchez to New York is the solo debut album by [MASK] cornetist Olu Dara.
1714,Count Basie,[X] plays [Y] music .,jazz,It opened as the Carlton Theater in 1926 and was renamed in 1984 to honor [MASK] great and Red Bank native William “Count” Basie.
1772,The Tamuli,[X] plays [Y] music .,fantasy,The Tamuli is a series of [MASK] novels by David Eddings.
1775,Piirpauke,[X] plays [Y] music .,jazz,"Piirpauke is a Finnish musical group combining folk music, world music, [MASK] and progressive rock."
1778,Alberto Mazzucato,[X] plays [Y] music .,opera,"After his last [MASK], Hernani, premiered at the Teatro Carlo Felice in Genoa on 26 December 1843, Mazzucato retired from his work as a composer in order to focus on his career as an educator."
1780,Horizon Records,[X] plays [Y] music .,jazz,Suite for Pops is a 1975 big band [MASK] album recorded by the Thad Jones/Mel Lewis Jazz Orchestra and released on the A&M Horizon label.
1786,Marcia Griffiths,[X] plays [Y] music .,reggae,"Marcia Griffiths & Friends is a studio album by a Jamaican [MASK] female singer, Marcia Griffiths, released on October 30 in 2012, under VP Records."
1788,Stephen Hough,[X] plays [Y] music .,opera,"Other people on the Cultural Exchange have included Justin Welby, Archbishop of Canterbury, who selected The War Requiem by Benjamin Britten; Nicholas Hytner, Director General of the National Theatre, who chose Mozart's [MASK] The Magic Flute; historian Antonia Fraser, who selected the painting The Fighting Temeraire by J. M. W. Turner; novelist Sarah Hall, who selected the film Blade Runner; the author Mark Haddon, who chose The Uffington White Horse; and pianist Stephen Hough, who selected a piece of music by Franz Schubert called ""The Hurdy Gurdy Man""."
1789,Iain Ballamy,[X] plays [Y] music .,jazz,"He used many of Britain's finest young [MASK] musicians, whom he plucked from obscurity while they rehearsed at Wood Wharf Studios in Greenwich, such as Django Bates, Iain Ballamy, The Fun Horns of Berlin and Steve Arguelles."
1794,Soultrane,[X] plays [Y] music .,jazz,"Soultrane is the fourth studio album by [MASK] musician John Coltrane, released in 1958 on Prestige Records, catalogue 7142."
1796,"Laurdine ""Pat"" Patrick",[X] plays [Y] music .,jazz,"Soon the child of Shobra, the 'Compton of Cairo', made visits to Europe and to New York to learn [MASK] with such great artists as Barry Harris, Sun Ra, Roman Bunka, Malik Osman, Hal Galper, Ossman Kareem and Pat Patrick."
1797,Neal Creque,[X] plays [Y] music .,jazz,Nina Creque is the daughter of [MASK] musician Neal Creque.
1802,Pat Martino,[X] plays [Y] music .,jazz,"Khan is the author of five books on [MASK]: Pentatonic Khancepts, Contemporary Chord Khancepts, The Wes Montgomery Guitar Folio, Pat Martino - The Early Years, and Guitar Workshop Series."
1813,Cedric Myton,[X] plays [Y] music .,reggae,"For this release, [MASK] artists Cedric Myton of The Congos and Don Carlos of Black Uhuru were united for the first time in reggae history to collaborate with Groundation."
1818,Robert Asprin,[X] plays [Y] music .,fantasy,"Robert Lynn Asprin (June 28, 1946 – May 22, 2008) was an American science fiction and [MASK] author and active fan, best known for his humorous MythAdventures and Phule's Company series."
1825,Santa Esmeralda,[X] plays [Y] music .,disco,A 1977 four-on-the-floor [MASK] rearrangement by disco group Santa Esmeralda was also a hit.
1830,Ralph Lyford,[X] plays [Y] music .,opera,Castle Agrazant is an [MASK] composed by Ralph Lyford.
1831,Big Pig,[X] plays [Y] music .,funk,"Big Pig were an Australian [MASK], rock and pop band that existed from 1985 to 1991."
1833,Yulia Latynina,[X] plays [Y] music .,fantasy,"Yulia Latynina has authored more than twenty books, including [MASK] and crime fiction."
1835,Doc Severinsen,[X] plays [Y] music .,jazz,"Harry Sheppard is a [MASK] vibraphone player who has recorded and played with Roy Eldridge, Charlie Shavers, Ben Webster, Red Allen, Cozy Cole, Sol Yaged, Georgie Auld, Clark Terry, Al Cohn, Zoot Sims, Lana Cantrell, Billie Holiday, Benny Goodman, Duke Ellington, Ben Webster, Barbra Streisand, Doc Severinsen, and Coleman Hawkins."
1836,Lorin Maazel,[X] plays [Y] music .,opera,"In 1991 Igor Morozov was awarded by Boris Yeltsin with the highest title for artists in Russia, the title ""Narodni Artist Rossii"" (= People's Artist of the USSR) Since his very successful debut as Onegin at the Wiener Staatsoper, Igor Morozov has also been singing in many famous [MASK] houses and festivals in Western Europe and the USA: Teatro alla Scala in Milan, Deutsche Oper Berlin and Staatsoper Unter den Linden Berlin, Staatsoper Hamburg, Cologne, Bayerische Staatsoper Munich, Amsterdam, Copenhagen, Opernhaus Zürich, Teatro Massimo Palermo, Bregenzer Festspiele, Salzburger Festspiele, Bostonmusic festival, Houston Grand Opera with conductors as Lorin Maazel, Anton Guadagno, Carlo Franci, Pinchas Steinberg and partners like Edita Gruberova, Vesselina Kasarova, Francisco Araiza, Giuseppe Giacomini, Nicolai Ghiaurov, Matti Salminen the leading roles in operas like Mazeppa (Tchaikovsky), Rigoletto, Nabucco, Simon Boccanegra all by Verdi, Kovaliov in Shostakovitch's The Nose."
1840,The Incomplete Enchanter,[X] plays [Y] music .,fantasy,"The Compleat Enchanter: The Magical Misadventures of Harold Shea is an omnibus collection of three classic [MASK] stories by science fiction and fantasy authors L. Sprague de Camp and Fletcher Pratt, gathering material previously published in two volumes as The Incomplete Enchanter (1941) and The Castle of Iron (1950), the first two books in their Harold Shea series, with the essay ""Fletcher and I"", de Camp's paean to his deceased collaborator."
1850,Tommy Bryant,[X] plays [Y] music .,jazz,His uncles are [MASK] pianist Ray Bryant and bassist Tommy Bryant.
1851,Pierre Montan Berton,[X] plays [Y] music .,opera,"His [MASK] Silvie, 1765, co-written with Pierre Montan Berton, was the last pastorale héroïque to be written by French composers."
1854,Tuck Everlasting,[X] plays [Y] music .,fantasy,Tuck Everlasting is a 2002 [MASK] family romantic drama film based on the children's book of the same title by Natalie Babbitt published in 1975.
1855,Point Break,[X] plays [Y] music .,thriller,"Her films include the vampire Western horror film Near Dark (1987), the action crime film Point Break (1991), the controversial science fiction action thriller Strange Days (1995), the mystery [MASK] The Weight of Water (2000), the submarine thriller K-19: The Widowmaker (2002), the war film The Hurt Locker (2009), the action thriller war film Zero Dark Thirty (2012), and the short film Last Days of Ivory (2014)."
1858,Milcho Leviev,[X] plays [Y] music .,jazz,"His background includes performances and collaborations with [MASK] musicians Thad Jones, Herb Pomeroy, Stan Getz, and Milcho Leviev."
1863,The Goodies,[X] plays [Y] music .,sitcom,"His lighter side was demonstrated in the pilot episode of the [MASK] The Dustbinmen in 1968, and as Scoutfinder General in an episode of The Goodies."
1864,Dave Gelly,[X] plays [Y] music .,jazz,Dave Gelly MBE (born 28 January 1938) is a British [MASK] critic.
1867,Johnny Osbourne,[X] plays [Y] music .,reggae,"Johnny Osbourne (born Errol Osbourne, 1948) is a popular Jamaican [MASK] and dancehall singer, who rose to success in the late 1970s and mid-1980s."
1870,Peter Josef von Lindpaintner,[X] plays [Y] music .,opera,The 1846 [MASK] of the same name by Peter Josef von Lindpaintner is based on this novel.
1873,Knut Kristiansen,[X] plays [Y] music .,jazz,"Øyvind Brække (born 25 August 1969, in Bærum, Norway) [MASK] musician (trombone), composer, music arranger, band leader, known as band leaer for Bodega Band and S. Møller Storband, initiator of the popular and still active band The Source with several albums, and contributions to dozens of recordings with musicians like Chick Corea, Eirik Hegdal, Per Zanussi, Erlend Skomsvoll, Trondheim Jazz Orchestra, Knut Kristiansen, Jacob Young, Trygve Seim, Per Oddvar Johansen, Dingobats, Sverre Gjørvad, Motorpsycho, and Come Shine."
1875,Paul Dunmall,[X] plays [Y] music .,jazz,"Paul Dunmall (born 6 May 1953) is a British [MASK] musician who plays tenor and soprano saxophone, as well as the baritone and the more exotic Saxello and the Northumbrian pipes."
1877,Pan Ron,[X] plays [Y] music .,jazz,"Pan Ron is considerably one of the most versatile singers in the history of music, having a repertoire consisting of traditional, rock, twist, cha cha cha, agogo, mambo, madizon, [MASK], and folk songs, leaving a legacy of Cambodian 60s and 70s music behind."
1879,Diedre Murray,[X] plays [Y] music .,jazz,"Diedre Murray (born November 28, 1951, Brooklyn, New York[not in citation given]) is an American cellist and composer specializing in [MASK], improvised music, opera, and contemporary classical music."
1881,Moya Henderson,[X] plays [Y] music .,opera,Lindy is an [MASK] in two acts by Australian composer Moya Henderson to an English libretto by Judith Rodriguez.
1883,Sylvain Dupuis,[X] plays [Y] music .,opera,His other [MASK] Dorisse premiered at La Monnaie in Brussels on 18 April 1910 under the baton of Sylvain Dupuis and with mezzo-soprano Claire Croiza performing as Alays.
1884,Hot 8 Brass Band,[X] plays [Y] music .,jazz,"The Hot 8 Brass Band is a New Orleans based brass band that blends hip-hop, [MASK] and funk styles with traditional New Orleans brass sounds."
1886,Gunnar Andreas Berg,[X] plays [Y] music .,jazz,"Gunnar Andreas Berg is teacher of guitar, Espen Berg teacher of [MASK] and former Trøndertun student Hans Magnus Ryan (Snah) from Motorpsycho is a guest teacher at the school."
1887,Amici Forever,[X] plays [Y] music .,opera,Amici Forever is a band of four classically trained singers who mix [MASK] with pop music (operatic pop).
1892,Alex Skolnick,[X] plays [Y] music .,jazz,"The Alex Skolnick Trio is an American [MASK] trio comprising the guitarist Alex Skolnick, Matt Zebroski on drums, and Nathan Peck on bass."
1893,Matt Lavelle,[X] plays [Y] music .,jazz,"Matt Lavelle (born 1970 in Paterson, New Jersey) is a [MASK] trumpet, flugelhorn and bass clarinet player."
1895,Matt Dennis,[X] plays [Y] music .,jazz,"His drum work can be heard on the soundtracks of the following movies:A Thousand Clowns (1965), Wall Street (1987), Bossa Nova (2000), The Lake House (2006), and Whatever Works (2009) In his long career, Buddy Deppenschmidt has played with most of the [MASK] greats including:Mose Allison, Chet Baker, Keter Betts, Billy Butterfield, Charlie Byrd, John Coates, Jr., Al Cohn, Matt Dennis, Bob Dorough,Herb Ellis, Tal Farlow, Stan Getz, Al Haig, Lionel Hampton, Barry Harris, Coleman Hawkins, Milt Hinton, Shirley Horn, J.J."
1896,Rodolphe Kreutzer,[X] plays [Y] music .,opera,La mort d'Abel (The Death of Abel) is an [MASK] by the French composer Rodolphe Kreutzer.
1897,Bunky Green,[X] plays [Y] music .,jazz,"Travis Shook (born March 10, 1969, in Oroville, California) is a [MASK] pianist who made his eponymous Columbia Records debut in a quartet that included Tony Williams and Bunky Green."
1899,Bootsie Barnes,[X] plays [Y] music .,jazz,"Turning down the temptation to work in New York, he preferred to play locally in Philadelphia, alongside local [MASK] stars such as Bootsie Barnes, the Heath Brothers and Philly Joe Jones as well as visiting stars Charlie Parker, Pearl Bailey and Max Roach, and, especially around 1946-47, while in residence at the Zanzibar Café, he was noted for playing ""against"" visitors Lester Young, Coleman Hawkins, Ben Webster, Dexter Gordon, Illinois Jacquet, Arnett Cobb, George Auld and Charlie Ventura."
