,answers,original,parrot_0,parrot_1,parrot_2
218,bmw,"[{'token': 'day', 'score': 0.291}, {'token': 'european', 'score': 0.081}, {'token': 'design', 'score': 0.062}, {'token': '-', 'score': 0.037}, {'token': 'car', 'score': 0.024}, {'token': ',', 'score': 0.023}, {'token': '##ised', 'score': 0.019}, {'token': '##ity', 'score': 0.019}, {'token': 'automotive', 'score': 0.017}, {'token': '##izing', 'score': 0.016}, {'token': '##ising', 'score': 0.016}, {'token': 'concept', 'score': 0.013}, {'token': 'racing', 'score': 0.012}, {'token': 'architecture', 'score': 0.012}, {'token': 'vehicle', 'score': 0.012}]","[{'token': 'day', 'score': 0.297}, {'token': 'design', 'score': 0.062}, {'token': 'european', 'score': 0.053}, {'token': 'concept', 'score': 0.027}, {'token': 'racing', 'score': 0.022}, {'token': '##ised', 'score': 0.022}, {'token': 'car', 'score': 0.022}, {'token': '##ity', 'score': 0.022}, {'token': '-', 'score': 0.016}, {'token': 'automotive', 'score': 0.016}, {'token': '##izing', 'score': 0.014}, {'token': ',', 'score': 0.013}, {'token': 'luxury', 'score': 0.011}, {'token': '##ising', 'score': 0.011}, {'token': 'architecture', 'score': 0.011}]","[{'token': 'day', 'score': 0.274}, {'token': 'design', 'score': 0.063}, {'token': 'european', 'score': 0.062}, {'token': 'concept', 'score': 0.026}, {'token': '##ity', 'score': 0.022}, {'token': 'car', 'score': 0.022}, {'token': 'racing', 'score': 0.02}, {'token': '-', 'score': 0.019}, {'token': '##ised', 'score': 0.018}, {'token': ',', 'score': 0.018}, {'token': 'automotive', 'score': 0.016}, {'token': '##izing', 'score': 0.013}, {'token': 'architecture', 'score': 0.012}, {'token': 'luxury', 'score': 0.011}, {'token': 'electric', 'score': 0.011}]",
219,siemens,"[{'token': 'british', 'score': 0.171}, {'token': 'soviet', 'score': 0.117}, {'token': 'american', 'score': 0.102}, {'token': 'unicef', 'score': 0.043}, {'token': 'all', 'score': 0.039}, {'token': 'communist', 'score': 0.022}, {'token': 'pr', 'score': 0.022}, {'token': 'south', 'score': 0.019}, {'token': 'imperial', 'score': 0.018}, {'token': 'new', 'score': 0.017}, {'token': 'ymca', 'score': 0.016}, {'token': 'miss', 'score': 0.015}, {'token': 'greater', 'score': 0.012}, {'token': 'bbc', 'score': 0.011}, {'token': 'nationalist', 'score': 0.011}]","[{'token': 'british', 'score': 0.225}, {'token': 'unicef', 'score': 0.146}, {'token': 'american', 'score': 0.061}, {'token': 'soviet', 'score': 0.046}, {'token': 'unesco', 'score': 0.026}, {'token': 'bbc', 'score': 0.021}, {'token': 'all', 'score': 0.02}, {'token': 'miss', 'score': 0.019}, {'token': 'pr', 'score': 0.016}, {'token': 'south', 'score': 0.016}, {'token': 'ymca', 'score': 0.013}, {'token': 'un', 'score': 0.013}, {'token': 'the', 'score': 0.012}, {'token': 'anglo', 'score': 0.011}, {'token': 'communist', 'score': 0.01}]",,
220,vogue,"[{'token': 'vogue', 'score': 0.38}, {'token': 'bbc', 'score': 0.097}, {'token': 'guardian', 'score': 0.085}, {'token': 'panorama', 'score': 0.027}, {'token': 'reuters', 'score': 0.025}, {'token': 'economist', 'score': 0.018}, {'token': 'newspapers', 'score': 0.016}, {'token': 'itv', 'score': 0.013}, {'token': 'today', 'score': 0.013}, {'token': 'liberty', 'score': 0.013}, {'token': 'observer', 'score': 0.012}, {'token': 'fortune', 'score': 0.012}, {'token': 'cnn', 'score': 0.012}, {'token': 'telegraph', 'score': 0.011}, {'token': 'times', 'score': 0.011}]",,,
221,apple,"[{'token': 'apple', 'score': 0.985}, {'token': 'ios', 'score': 0.004}, {'token': 'google', 'score': 0.002}, {'token': 'microsoft', 'score': 0.002}, {'token': 'nokia', 'score': 0.001}, {'token': 'iphone', 'score': 0.001}, {'token': 'facebook', 'score': 0.0}, {'token': 'itunes', 'score': 0.0}, {'token': 'samsung', 'score': 0.0}, {'token': 'orange', 'score': 0.0}, {'token': 'hp', 'score': 0.0}, {'token': 'they', 'score': 0.0}, {'token': 'cisco', 'score': 0.0}, {'token': 'disney', 'score': 0.0}, {'token': 'sony', 'score': 0.0}]",,,
222,bbc,"[{'token': 'green', 'score': 0.049}, {'token': 'vic', 'score': 0.024}, {'token': 'red', 'score': 0.02}, {'token': 'old', 'score': 0.015}, {'token': 'new', 'score': 0.014}, {'token': 'uk', 'score': 0.013}, {'token': 'original', 'score': 0.013}, {'token': 'mill', 'score': 0.012}, {'token': 'market', 'score': 0.012}, {'token': 'city', 'score': 0.011}, {'token': 'archers', 'score': 0.011}, {'token': 'farm', 'score': 0.01}, {'token': 'south', 'score': 0.009}, {'token': 'park', 'score': 0.009}, {'token': 'east', 'score': 0.008}]",,,
223,cnn,"[{'token': 'morning', 'score': 0.214}, {'token': 'news', 'score': 0.208}, {'token': 'television', 'score': 0.084}, {'token': 'radio', 'score': 0.064}, {'token': 'npr', 'score': 0.058}, {'token': 'pbs', 'score': 0.042}, {'token': 'cnn', 'score': 0.041}, {'token': 'political', 'score': 0.028}, {'token': 'abc', 'score': 0.024}, {'token': 'syndicated', 'score': 0.022}, {'token': 'nbc', 'score': 0.016}, {'token': 'weekday', 'score': 0.013}, {'token': 'afternoon', 'score': 0.012}, {'token': 'network', 'score': 0.008}, {'token': 'conservative', 'score': 0.008}]",,"[{'token': 'morning', 'score': 0.219}, {'token': 'news', 'score': 0.13}, {'token': 'radio', 'score': 0.097}, {'token': 'television', 'score': 0.091}, {'token': 'npr', 'score': 0.071}, {'token': 'pbs', 'score': 0.05}, {'token': 'cnn', 'score': 0.043}, {'token': 'syndicated', 'score': 0.042}, {'token': 'abc', 'score': 0.028}, {'token': 'nbc', 'score': 0.025}, {'token': 'weekday', 'score': 0.016}, {'token': 'political', 'score': 0.013}, {'token': 'cbs', 'score': 0.011}, {'token': 'afternoon', 'score': 0.011}, {'token': 'tv', 'score': 0.01}]",
224,bbc,"[{'token': 'bbc', 'score': 0.699}, {'token': 'thames', 'score': 0.059}, {'token': 'carlton', 'score': 0.037}, {'token': 'yorkshire', 'score': 0.032}, {'token': 'granada', 'score': 0.031}, {'token': 'sky', 'score': 0.026}, {'token': 'british', 'score': 0.014}, {'token': 'itv', 'score': 0.013}, {'token': 'central', 'score': 0.009}, {'token': 'breakfast', 'score': 0.007}, {'token': 'scottish', 'score': 0.006}, {'token': 'london', 'score': 0.005}, {'token': 'anglia', 'score': 0.005}, {'token': 'independent', 'score': 0.005}, {'token': 'living', 'score': 0.004}]",,,
225,bbc,"[{'token': 'the', 'score': 0.204}, {'token': 'broadcast', 'score': 0.14}, {'token': 'radio', 'score': 0.111}, {'token': 'television', 'score': 0.106}, {'token': 'sports', 'score': 0.079}, {'token': 'bbc', 'score': 0.047}, {'token': 'tv', 'score': 0.035}, {'token': 'music', 'score': 0.023}, {'token': 'political', 'score': 0.016}, {'token': 'fellow', 'score': 0.013}, {'token': 'science', 'score': 0.013}, {'token': 'british', 'score': 0.011}, {'token': 'future', 'score': 0.009}, {'token': 'news', 'score': 0.008}, {'token': 'freelance', 'score': 0.006}]",,,
226,bbc,"[{'token': 'the', 'score': 0.204}, {'token': 'broadcast', 'score': 0.14}, {'token': 'radio', 'score': 0.111}, {'token': 'television', 'score': 0.106}, {'token': 'sports', 'score': 0.079}, {'token': 'bbc', 'score': 0.047}, {'token': 'tv', 'score': 0.035}, {'token': 'music', 'score': 0.023}, {'token': 'political', 'score': 0.016}, {'token': 'fellow', 'score': 0.013}, {'token': 'science', 'score': 0.013}, {'token': 'british', 'score': 0.011}, {'token': 'future', 'score': 0.009}, {'token': 'news', 'score': 0.008}, {'token': 'freelance', 'score': 0.006}]",,,
227,unesco,"[{'token': 'unesco', 'score': 0.791}, {'token': 'unicef', 'score': 0.129}, {'token': 'nato', 'score': 0.009}, {'token': 'iso', 'score': 0.004}, {'token': 'who', 'score': 0.002}, {'token': 'cis', 'score': 0.002}, {'token': 'fiba', 'score': 0.002}, {'token': 'un', 'score': 0.002}, {'token': 'fifa', 'score': 0.001}, {'token': 'women', 'score': 0.001}, {'token': 'iucn', 'score': 0.001}, {'token': 'icao', 'score': 0.001}, {'token': 'ngos', 'score': 0.001}, {'token': 'bis', 'score': 0.001}, {'token': 'ida', 'score': 0.001}]","[{'token': '.', 'score': 0.961}, {'token': ';', 'score': 0.026}, {'token': '|', 'score': 0.005}, {'token': '?', 'score': 0.002}, {'token': 'unesco', 'score': 0.002}, {'token': 'unicef', 'score': 0.001}, {'token': '!', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'nato', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': 'who', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': 'which', 'score': 0.0}]","[{'token': '.', 'score': 0.972}, {'token': ';', 'score': 0.017}, {'token': '|', 'score': 0.006}, {'token': '?', 'score': 0.002}, {'token': 'unesco', 'score': 0.001}, {'token': 'unicef', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': 'nato', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': 'who', 'score': 0.0}, {'token': 'which', 'score': 0.0}]",
228,bbc,"[{'token': 'british', 'score': 0.393}, {'token': 'bbc', 'score': 0.283}, {'token': 'national', 'score': 0.178}, {'token': 'australian', 'score': 0.048}, {'token': 'uk', 'score': 0.032}, {'token': 'scottish', 'score': 0.013}, {'token': 'network', 'score': 0.007}, {'token': 'english', 'score': 0.005}, {'token': 'yorkshire', 'score': 0.004}, {'token': 'live', 'score': 0.002}, {'token': 'thames', 'score': 0.002}, {'token': 'commercial', 'score': 0.002}, {'token': 'abc', 'score': 0.001}, {'token': 'local', 'score': 0.001}, {'token': 'the', 'score': 0.001}]","[{'token': 'british', 'score': 0.329}, {'token': 'bbc', 'score': 0.243}, {'token': 'national', 'score': 0.242}, {'token': 'australian', 'score': 0.054}, {'token': 'uk', 'score': 0.033}, {'token': 'scottish', 'score': 0.02}, {'token': 'network', 'score': 0.007}, {'token': 'english', 'score': 0.007}, {'token': 'yorkshire', 'score': 0.006}, {'token': 'live', 'score': 0.003}, {'token': 'the', 'score': 0.003}, {'token': 'thames', 'score': 0.002}, {'token': 'local', 'score': 0.002}, {'token': 'abc', 'score': 0.002}, {'token': 'commercial', 'score': 0.002}]","[{'token': 'british', 'score': 0.373}, {'token': 'national', 'score': 0.237}, {'token': 'bbc', 'score': 0.216}, {'token': 'australian', 'score': 0.055}, {'token': 'uk', 'score': 0.035}, {'token': 'scottish', 'score': 0.015}, {'token': 'network', 'score': 0.008}, {'token': 'english', 'score': 0.007}, {'token': 'yorkshire', 'score': 0.005}, {'token': 'live', 'score': 0.004}, {'token': 'local', 'score': 0.002}, {'token': 'thames', 'score': 0.002}, {'token': 'the', 'score': 0.002}, {'token': 'commercial', 'score': 0.002}, {'token': 'abc', 'score': 0.002}]",
229,bbc,"[{'token': 'bbc', 'score': 0.47}, {'token': 'special', 'score': 0.073}, {'token': 'indian', 'score': 0.04}, {'token': 'news', 'score': 0.037}, {'token': 'foreign', 'score': 0.031}, {'token': 'tv', 'score': 0.027}, {'token': 'national', 'score': 0.015}, {'token': 'cnn', 'score': 0.014}, {'token': 'nbc', 'score': 0.013}, {'token': 'radio', 'score': 0.013}, {'token': 'television', 'score': 0.012}, {'token': 'times', 'score': 0.012}, {'token': 'guardian', 'score': 0.008}, {'token': 'chief', 'score': 0.007}, {'token': 'international', 'score': 0.007}]","[{'token': 'bbc', 'score': 0.318}, {'token': 'foreign', 'score': 0.072}, {'token': 'tv', 'score': 0.065}, {'token': 'special', 'score': 0.04}, {'token': 'cnn', 'score': 0.033}, {'token': 'news', 'score': 0.033}, {'token': 'indian', 'score': 0.024}, {'token': 'television', 'score': 0.02}, {'token': 'british', 'score': 0.015}, {'token': 'times', 'score': 0.012}, {'token': 'radio', 'score': 0.012}, {'token': 'nbc', 'score': 0.011}, {'token': 'war', 'score': 0.01}, {'token': 'national', 'score': 0.009}, {'token': 'international', 'score': 0.009}]",,
230,ibm,"[{'token': 'mit', 'score': 0.389}, {'token': 'ibm', 'score': 0.132}, {'token': 'microsoft', 'score': 0.126}, {'token': 'google', 'score': 0.053}, {'token': 'stanford', 'score': 0.041}, {'token': 'intel', 'score': 0.027}, {'token': 'harvard', 'score': 0.026}, {'token': 'nasa', 'score': 0.017}, {'token': 'berkeley', 'score': 0.012}, {'token': 'apple', 'score': 0.01}, {'token': 'sri', 'score': 0.008}, {'token': 'cornell', 'score': 0.005}, {'token': 'ucla', 'score': 0.005}, {'token': 'hp', 'score': 0.004}, {'token': 'rand', 'score': 0.004}]","[{'token': 'mit', 'score': 0.413}, {'token': 'ibm', 'score': 0.119}, {'token': 'microsoft', 'score': 0.084}, {'token': 'google', 'score': 0.066}, {'token': 'stanford', 'score': 0.054}, {'token': 'harvard', 'score': 0.024}, {'token': 'nasa', 'score': 0.021}, {'token': 'intel', 'score': 0.02}, {'token': 'berkeley', 'score': 0.014}, {'token': 'sri', 'score': 0.007}, {'token': 'ucla', 'score': 0.005}, {'token': 'cornell', 'score': 0.004}, {'token': 'rand', 'score': 0.004}, {'token': 'work', 'score': 0.004}, {'token': 'apple', 'score': 0.004}]","[{'token': '.', 'score': 0.955}, {'token': ';', 'score': 0.027}, {'token': '?', 'score': 0.014}, {'token': '|', 'score': 0.003}, {'token': '!', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'mit', 'score': 0.0}, {'token': 'ibm', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': '##¦', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': '。', 'score': 0.0}]","[{'token': '.', 'score': 0.956}, {'token': ';', 'score': 0.03}, {'token': '?', 'score': 0.011}, {'token': '|', 'score': 0.003}, {'token': '!', 'score': 0.001}, {'token': '।', 'score': 0.0}, {'token': 'mit', 'score': 0.0}, {'token': 'ibm', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': 'ieee', 'score': 0.0}, {'token': 'hp', 'score': 0.0}]"
231,bbc,"[{'token': 'bbc', 'score': 0.874}, {'token': 'producers', 'score': 0.065}, {'token': 'broadcaster', 'score': 0.012}, {'token': 'network', 'score': 0.009}, {'token': 'programme', 'score': 0.007}, {'token': 'producer', 'score': 0.005}, {'token': 'itv', 'score': 0.003}, {'token': 'show', 'score': 0.002}, {'token': 'abc', 'score': 0.002}, {'token': 'makers', 'score': 0.002}, {'token': 'presenter', 'score': 0.002}, {'token': 'production', 'score': 0.001}, {'token': 'series', 'score': 0.001}, {'token': 'presenters', 'score': 0.001}, {'token': 'channel', 'score': 0.001}]",,,
232,bbc,"[{'token': 'government', 'score': 0.394}, {'token': 'new', 'score': 0.13}, {'token': 'bbc', 'score': 0.077}, {'token': 'company', 'score': 0.044}, {'token': 'police', 'score': 0.031}, {'token': 'national', 'score': 0.013}, {'token': 'management', 'score': 0.011}, {'token': 'union', 'score': 0.01}, {'token': 'television', 'score': 0.008}, {'token': 'hospital', 'score': 0.008}, {'token': 'corporate', 'score': 0.008}, {'token': 'broadcasting', 'score': 0.008}, {'token': 'departmental', 'score': 0.008}, {'token': 'british', 'score': 0.007}, {'token': 'cbs', 'score': 0.006}]","[{'token': 'government', 'score': 0.365}, {'token': 'new', 'score': 0.187}, {'token': 'company', 'score': 0.086}, {'token': 'management', 'score': 0.023}, {'token': 'union', 'score': 0.022}, {'token': 'strict', 'score': 0.013}, {'token': 'proposed', 'score': 0.012}, {'token': 'corporate', 'score': 0.011}, {'token': 'police', 'score': 0.011}, {'token': 'national', 'score': 0.01}, {'token': 'workplace', 'score': 0.009}, {'token': 'council', 'score': 0.008}, {'token': 'controversial', 'score': 0.005}, {'token': 'hospital', 'score': 0.005}, {'token': 'previous', 'score': 0.005}]",,
233,wwe,"[{'token': 'wwe', 'score': 0.954}, {'token': 'smackdown', 'score': 0.014}, {'token': 'the', 'score': 0.013}, {'token': 'raw', 'score': 0.006}, {'token': 'wwf', 'score': 0.005}, {'token': 'then', 'score': 0.001}, {'token': 'ufc', 'score': 0.001}, {'token': 'former', 'score': 0.001}, {'token': 'world', 'score': 0.001}, {'token': 'universal', 'score': 0.0}, {'token': 'new', 'score': 0.0}, {'token': 'inaugural', 'score': 0.0}, {'token': 'tna', 'score': 0.0}, {'token': 'wrestlemania', 'score': 0.0}, {'token': 'interim', 'score': 0.0}]",,,
234,bbc,"[{'token': 'bbc', 'score': 0.167}, {'token': 'broadcasting', 'score': 0.158}, {'token': 'television', 'score': 0.113}, {'token': 'british', 'score': 0.107}, {'token': 'newspaper', 'score': 0.096}, {'token': 'radio', 'score': 0.074}, {'token': 'broadcast', 'score': 0.056}, {'token': 'media', 'score': 0.044}, {'token': 'business', 'score': 0.039}, {'token': 'communications', 'score': 0.021}, {'token': 'tv', 'score': 0.009}, {'token': 'advertising', 'score': 0.009}, {'token': 'marketing', 'score': 0.008}, {'token': 'publishing', 'score': 0.006}, {'token': 'company', 'score': 0.004}]",,,
235,microsoft,"[{'token': 'microsoft', 'score': 0.97}, {'token': 'sony', 'score': 0.005}, {'token': 'ea', 'score': 0.005}, {'token': 'xbox', 'score': 0.003}, {'token': 'nintendo', 'score': 0.002}, {'token': 'valve', 'score': 0.001}, {'token': 'apple', 'score': 0.001}, {'token': 'intel', 'score': 0.001}, {'token': 'ibm', 'score': 0.001}, {'token': 'steam', 'score': 0.001}, {'token': 'nsa', 'score': 0.0}, {'token': 'capcom', 'score': 0.0}, {'token': 'blizzard', 'score': 0.0}, {'token': 'nasa', 'score': 0.0}, {'token': 'atari', 'score': 0.0}]",,,
236,bbc,"[{'token': 'bbc', 'score': 0.784}, {'token': 'british', 'score': 0.07}, {'token': 'cbs', 'score': 0.015}, {'token': 'german', 'score': 0.014}, {'token': 'military', 'score': 0.013}, {'token': 'london', 'score': 0.012}, {'token': 'wartime', 'score': 0.009}, {'token': 'war', 'score': 0.008}, {'token': 'canadian', 'score': 0.006}, {'token': 'cbc', 'score': 0.004}, {'token': 'navy', 'score': 0.004}, {'token': 'us', 'score': 0.003}, {'token': 'naval', 'score': 0.003}, {'token': 'french', 'score': 0.002}, {'token': 'american', 'score': 0.002}]","[{'token': 'bbc', 'score': 0.867}, {'token': 'british', 'score': 0.045}, {'token': 'german', 'score': 0.01}, {'token': 'military', 'score': 0.008}, {'token': 'london', 'score': 0.007}, {'token': 'war', 'score': 0.005}, {'token': 'wartime', 'score': 0.005}, {'token': 'cbs', 'score': 0.005}, {'token': 'canadian', 'score': 0.002}, {'token': 'us', 'score': 0.002}, {'token': 'cbc', 'score': 0.002}, {'token': 'naval', 'score': 0.002}, {'token': 'french', 'score': 0.002}, {'token': 'navy', 'score': 0.002}, {'token': 'raf', 'score': 0.001}]","[{'token': 'bbc', 'score': 0.876}, {'token': 'british', 'score': 0.039}, {'token': 'german', 'score': 0.009}, {'token': 'military', 'score': 0.008}, {'token': 'london', 'score': 0.006}, {'token': 'cbs', 'score': 0.006}, {'token': 'war', 'score': 0.005}, {'token': 'wartime', 'score': 0.005}, {'token': 'canadian', 'score': 0.002}, {'token': 'cbc', 'score': 0.002}, {'token': 'navy', 'score': 0.002}, {'token': 'naval', 'score': 0.002}, {'token': 'us', 'score': 0.002}, {'token': 'french', 'score': 0.002}, {'token': 'raf', 'score': 0.001}]","[{'token': 'bbc', 'score': 0.795}, {'token': 'british', 'score': 0.064}, {'token': 'german', 'score': 0.016}, {'token': 'military', 'score': 0.012}, {'token': 'london', 'score': 0.009}, {'token': 'cbs', 'score': 0.009}, {'token': 'war', 'score': 0.009}, {'token': 'wartime', 'score': 0.008}, {'token': 'canadian', 'score': 0.005}, {'token': 'navy', 'score': 0.003}, {'token': 'french', 'score': 0.003}, {'token': 'cbc', 'score': 0.003}, {'token': 'naval', 'score': 0.003}, {'token': 'us', 'score': 0.003}, {'token': 'berlin', 'score': 0.002}]"
237,espn,"[{'token': 'germany', 'score': 0.066}, {'token': 'italy', 'score': 0.027}, {'token': 'europe', 'score': 0.021}, {'token': 'chicago', 'score': 0.021}, {'token': 'france', 'score': 0.019}, {'token': 'australia', 'score': 0.016}, {'token': 'colorado', 'score': 0.016}, {'token': 'boston', 'score': 0.015}, {'token': 'arizona', 'score': 0.014}, {'token': 'russia', 'score': 0.013}, {'token': 'england', 'score': 0.012}, {'token': 'spain', 'score': 0.011}, {'token': 'brazil', 'score': 0.01}, {'token': 'canada', 'score': 0.01}, {'token': 'barcelona', 'score': 0.009}]","[{'token': '.', 'score': 0.926}, {'token': ';', 'score': 0.06}, {'token': '?', 'score': 0.004}, {'token': '|', 'score': 0.004}, {'token': '!', 'score': 0.001}, {'token': 'germany', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': 'australia', 'score': 0.0}, {'token': 'france', 'score': 0.0}, {'token': 'team', 'score': 0.0}, {'token': 'boston', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': 'euroleague', 'score': 0.0}]",,
238,bbc,"[{'token': 'university', 'score': 0.485}, {'token': 'college', 'score': 0.192}, {'token': 'bbc', 'score': 0.082}, {'token': 'institute', 'score': 0.036}, {'token': 'academy', 'score': 0.036}, {'token': 'institution', 'score': 0.026}, {'token': 'school', 'score': 0.019}, {'token': 'charity', 'score': 0.019}, {'token': 'foundation', 'score': 0.009}, {'token': 'society', 'score': 0.006}, {'token': 'company', 'score': 0.006}, {'token': 'queen', 'score': 0.005}, {'token': 'universities', 'score': 0.004}, {'token': 'polytechnic', 'score': 0.004}, {'token': 'nhs', 'score': 0.003}]",,,
239,bbc,"[{'token': 'investigative', 'score': 0.189}, {'token': 'american', 'score': 0.177}, {'token': 'science', 'score': 0.066}, {'token': 'the', 'score': 0.057}, {'token': 'television', 'score': 0.042}, {'token': 'british', 'score': 0.034}, {'token': 'canadian', 'score': 0.027}, {'token': 'music', 'score': 0.024}, {'token': 'entertainment', 'score': 0.023}, {'token': 'sports', 'score': 0.022}, {'token': 'news', 'score': 0.014}, {'token': 'fellow', 'score': 0.013}, {'token': 'skeptical', 'score': 0.012}, {'token': 'radio', 'score': 0.011}, {'token': 'broadcast', 'score': 0.011}]","[{'token': 'radio', 'score': 0.301}, {'token': 'television', 'score': 0.278}, {'token': 'tv', 'score': 0.14}, {'token': 'bbc', 'score': 0.037}, {'token': 'cnn', 'score': 0.033}, {'token': 'podcast', 'score': 0.027}, {'token': 'npr', 'score': 0.015}, {'token': 'video', 'score': 0.012}, {'token': 'interview', 'score': 0.01}, {'token': 'televised', 'score': 0.008}, {'token': 'dvd', 'score': 0.007}, {'token': 'magazine', 'score': 0.006}, {'token': 'news', 'score': 0.006}, {'token': 'exclusive', 'score': 0.006}, {'token': 'live', 'score': 0.004}]","[{'token': 'investigative', 'score': 0.208}, {'token': 'american', 'score': 0.085}, {'token': 'the', 'score': 0.079}, {'token': 'science', 'score': 0.051}, {'token': 'british', 'score': 0.048}, {'token': 'swedish', 'score': 0.044}, {'token': 'canadian', 'score': 0.031}, {'token': 'sports', 'score': 0.023}, {'token': 'television', 'score': 0.02}, {'token': 'news', 'score': 0.014}, {'token': 'norwegian', 'score': 0.012}, {'token': 'freelance', 'score': 0.012}, {'token': 'fellow', 'score': 0.012}, {'token': 'music', 'score': 0.011}, {'token': 'radio', 'score': 0.011}]","[{'token': 'investigative', 'score': 0.217}, {'token': 'the', 'score': 0.084}, {'token': 'british', 'score': 0.079}, {'token': 'american', 'score': 0.079}, {'token': 'science', 'score': 0.055}, {'token': 'canadian', 'score': 0.043}, {'token': 'australian', 'score': 0.027}, {'token': 'swedish', 'score': 0.022}, {'token': 'bbc', 'score': 0.014}, {'token': 'sports', 'score': 0.013}, {'token': 'freelance', 'score': 0.013}, {'token': 'news', 'score': 0.01}, {'token': 'us', 'score': 0.01}, {'token': 'television', 'score': 0.01}, {'token': 'guardian', 'score': 0.009}]"
240,google,"[{'token': 'mit', 'score': 0.301}, {'token': 'google', 'score': 0.247}, {'token': 'ibm', 'score': 0.079}, {'token': 'microsoft', 'score': 0.046}, {'token': 'intel', 'score': 0.041}, {'token': 'berkeley', 'score': 0.022}, {'token': 'nasa', 'score': 0.014}, {'token': 'facebook', 'score': 0.013}, {'token': 'sri', 'score': 0.011}, {'token': 'stanford', 'score': 0.01}, {'token': 'gnome', 'score': 0.008}, {'token': 'linux', 'score': 0.007}, {'token': 'lattice', 'score': 0.007}, {'token': 'apache', 'score': 0.006}, {'token': 'oasis', 'score': 0.005}]",,,
241,microsoft,"[{'token': 'microsoft', 'score': 0.993}, {'token': 'sega', 'score': 0.002}, {'token': 'ea', 'score': 0.001}, {'token': 'valve', 'score': 0.001}, {'token': 'xbox', 'score': 0.0}, {'token': 'capcom', 'score': 0.0}, {'token': 'sony', 'score': 0.0}, {'token': 'nintendo', 'score': 0.0}, {'token': 'blizzard', 'score': 0.0}, {'token': 'rare', 'score': 0.0}, {'token': 'atari', 'score': 0.0}, {'token': 'software', 'score': 0.0}, {'token': 'ibm', 'score': 0.0}, {'token': 'gm', 'score': 0.0}, {'token': 'warner', 'score': 0.0}]",,,
242,espn,"[{'token': 'bbc', 'score': 0.248}, {'token': 'itv', 'score': 0.245}, {'token': 'mtv', 'score': 0.073}, {'token': 'espn', 'score': 0.069}, {'token': 'discovery', 'score': 0.047}, {'token': 'cnn', 'score': 0.027}, {'token': 'sky', 'score': 0.027}, {'token': 'rte', 'score': 0.026}, {'token': 'rt', 'score': 0.017}, {'token': 'atv', 'score': 0.011}, {'token': 'others', 'score': 0.008}, {'token': 'bravo', 'score': 0.008}, {'token': 'spike', 'score': 0.007}, {'token': 'youtube', 'score': 0.005}, {'token': 'bafta', 'score': 0.005}]",,,
