obj_label,masked_sentence,masked_sentence_roberta
french,"The [MASK] sociologist Jacques Ellul defined ""la technique"" as the totality of all rational methods in every field of human activity so that, for example, education, law, sports, propaganda, and the social sciences are all technologies in that sense.","The <mask> sociologist Jacques Ellul defined ""la technique"" as the totality of all rational methods in every field of human activity so that, for example, education, law, sports, propaganda, and the social sciences are all technologies in that sense."
french,"The [MASK] sociologist Jacques Ellul defined la technique as the totality of all rational methods in every field of human activity so that, for example, education, law, sports, propaganda, and the social sciences are all technologies in that sense.","The <mask> sociologist Jacques Ellul defined la technique as the totality of all rational methods in every field of human activity so that, for example, education, law, sports, propaganda, and the social sciences are all technologies in that sense."
french,"The [MASK] sociologist Jacques Ellul defined la technique as the totality of all rational methods in every field of human activity so that, for example, education, law, sports, propaganda, and the social sciences are all technologies in that sense.","The <mask> sociologist Jacques Ellul defined la technique as the totality of all rational methods in every field of human activity so that, for example, education, law, sports, propaganda, and the social sciences are all technologies in that sense."
french,"Propaganda: The Formation of Men's Attitudes (1965/1973) ([MASK]: Propagandes; original French edition: 1962) is a book on the subject of propaganda by French philosopher, theologian, legal scholar, and sociologist Jacques Ellul.","Propaganda: The Formation of Men's Attitudes (1965/1973) (<mask>: Propagandes; original French edition: 1962) is a book on the subject of propaganda by French philosopher, theologian, legal scholar, and sociologist Jacques Ellul."
french,"Propaganda: The Formation of Men's Attitudes (1965/1973) (French: Propagandes; original [MASK] edition: 1962) is a book on the subject of propaganda by French philosopher, theologian, legal scholar, and sociologist Jacques Ellul.","Propaganda: The Formation of Men's Attitudes (1965/1973) (French: Propagandes; original <mask> edition: 1962) is a book on the subject of propaganda by French philosopher, theologian, legal scholar, and sociologist Jacques Ellul."
french,"Propaganda: The Formation of Men's Attitudes (1965/1973) (French: Propagandes; original French edition: 1962) is a book on the subject of propaganda by [MASK] philosopher, theologian, legal scholar, and sociologist Jacques Ellul.","Propaganda: The Formation of Men's Attitudes (1965/1973) (French: Propagandes; original French edition: 1962) is a book on the subject of propaganda by <mask> philosopher, theologian, legal scholar, and sociologist Jacques Ellul."
english,"The contest was started in 1982 by Professor Scott E. Rice of the [MASK] Department at San Jose State University and is named for English novelist and playwright Edward George Bulwer-Lytton, author of the much-quoted first line ""It was a dark and stormy night"".","The contest was started in 1982 by Professor Scott E. Rice of the <mask> Department at San Jose State University and is named for English novelist and playwright Edward George Bulwer-Lytton, author of the much-quoted first line ""It was a dark and stormy night""."
english,"The contest was started in 1982 by Professor Scott E. Rice of the English Department at San Jose State University and is named for [MASK] novelist and playwright Edward George Bulwer-Lytton, author of the much-quoted first line ""It was a dark and stormy night"".","The contest was started in 1982 by Professor Scott E. Rice of the English Department at San Jose State University and is named for <mask> novelist and playwright Edward George Bulwer-Lytton, author of the much-quoted first line ""It was a dark and stormy night""."
english,"The sentence (if not the idea, which had been expressed in various earlier forms) was coined by [MASK] author Edward Bulwer-Lytton in 1839 for his play Richelieu; Or the Conspiracy.","The sentence (if not the idea, which had been expressed in various earlier forms) was coined by <mask> author Edward Bulwer-Lytton in 1839 for his play Richelieu; Or the Conspiracy."
english,"John Bulwer (baptised May 16, 1606 – buried October 16, 1656)was an [MASK] physician and early Baconian natural philosopher who wrote five works exploring the Body and human communication, particularly by gesture.He was the first person in England to propose educating deaf people, the plans for an Academy he outlines in Philocophus and The Dumbe mans academie.","John Bulwer (baptised May 16, 1606 – buried October 16, 1656)was an <mask> physician and early Baconian natural philosopher who wrote five works exploring the Body and human communication, particularly by gesture.He was the first person in England to propose educating deaf people, the plans for an Academy he outlines in Philocophus and The Dumbe mans academie."
english,The Last of the Barons is a historical novel by the [MASK] author Edward Bulwer-Lytton first published in 1843.,The Last of the Barons is a historical novel by the <mask> author Edward Bulwer-Lytton first published in 1843.
english,"Eugene Aram (1704 – 16 August 1759) was an [MASK] philologist, but also infamous as the murderer celebrated by Thomas Hood in his ballad, The Dream of Eugene Aram, and by Edward Bulwer-Lytton in his 1832 novel Eugene Aram.","Eugene Aram (1704 – 16 August 1759) was an <mask> philologist, but also infamous as the murderer celebrated by Thomas Hood in his ballad, The Dream of Eugene Aram, and by Edward Bulwer-Lytton in his 1832 novel Eugene Aram."
english,Bulweria is a genus of seabirds in the family Procellariidae named after [MASK] naturalist James Bulwer.,Bulweria is a genus of seabirds in the family Procellariidae named after <mask> naturalist James Bulwer.
english,Paul Clifford is a novel published in 1830 by [MASK] author Edward Bulwer-Lytton.,Paul Clifford is a novel published in 1830 by <mask> author Edward Bulwer-Lytton.
english,"""It was a dark and stormy night"" is an often-mocked and parodied phrase written by [MASK] novelist Edward Bulwer-Lytton in the opening sentence of his 1830 novel Paul Clifford.","""It was a dark and stormy night"" is an often-mocked and parodied phrase written by <mask> novelist Edward Bulwer-Lytton in the opening sentence of his 1830 novel Paul Clifford."
breton,"Glenmor was the stage name of Emile Le Scanf (1931–1996), a [MASK] protest singer who sought to preserve the Breton language and adapt local traditions of folk singing to the radical culture of the 1960s and 70s.","Glenmor was the stage name of Emile Le Scanf (1931–1996), a <mask> protest singer who sought to preserve the Breton language and adapt local traditions of folk singing to the radical culture of the 1960s and 70s."
breton,"Glenmor was the stage name of Emile Le Scanf (1931–1996), a Breton protest singer who sought to preserve the [MASK] and adapt local traditions of folk singing to the radical culture of the 1960s and 70s.","Glenmor was the stage name of Emile Le Scanf (1931–1996), a Breton protest singer who sought to preserve the <mask> and adapt local traditions of folk singing to the radical culture of the 1960s and 70s."
breton,"Glenmor was the stage name of Emile Le Scanf (1931–1996), a [MASK] protest singer who sought to preserve the Breton language and adapt local traditions of folk singing to the radical culture of the 1960s and 70s.","Glenmor was the stage name of Emile Le Scanf (1931–1996), a <mask> protest singer who sought to preserve the Breton language and adapt local traditions of folk singing to the radical culture of the 1960s and 70s."
breton,"Glenmor was the stage name of Emile Le Scanf (1931–1996), a Breton protest singer who sought to preserve the [MASK] and adapt local traditions of folk singing to the radical culture of the 1960s and 70s.","Glenmor was the stage name of Emile Le Scanf (1931–1996), a Breton protest singer who sought to preserve the <mask> and adapt local traditions of folk singing to the radical culture of the 1960s and 70s."
malayalam,Thakarachenda ([MASK]: തകരച്ചെണ്ട) is a 2007 Malayalam film directed by debutant Avira Rebecca with Sreenivasan and Geethu Mohandas in the lead.,Thakarachenda (<mask>: തകരച്ചെണ്ട) is a 2007 Malayalam film directed by debutant Avira Rebecca with Sreenivasan and Geethu Mohandas in the lead.
malayalam,"Sesham is a 2002 [MASK] drama film written and directed by T. K. Rajeev Kumar with Jayaram, Geethu Mohandas, Biju Menon and P. Balachandran in the star cast.","Sesham is a 2002 <mask> drama film written and directed by T. K. Rajeev Kumar with Jayaram, Geethu Mohandas, Biju Menon and P. Balachandran in the star cast."
french,"Michèle Bernstein (born 28 April 1932) is a [MASK] novelist and critic, most usually remembered as a member of the Situationist International from its foundation in 1957 until 1967, and as the first wife of its most prominent member, Guy Debord.","Michèle Bernstein (born 28 April 1932) is a <mask> novelist and critic, most usually remembered as a member of the Situationist International from its foundation in 1957 until 1967, and as the first wife of its most prominent member, Guy Debord."
french,Mémoires (Memories) is an artist's book made by the Danish artist Asger Jorn in collaboration with the [MASK] artist and theorist Guy Debord.,Mémoires (Memories) is an artist's book made by the Danish artist Asger Jorn in collaboration with the <mask> artist and theorist Guy Debord.
french,"It was first published in [MASK] as Le Jeu de la Guerre in 1987, but unsold copies were later pulped in 1991, along with other books by Debord, at his insistence when he left his publisher Champ libre.","It was first published in <mask> as Le Jeu de la Guerre in 1987, but unsold copies were later pulped in 1991, along with other books by Debord, at his insistence when he left his publisher Champ libre."
french,The Society of the Spectacle ([MASK]: La société du spectacle) is a 1967 work of philosophy and Marxist critical theory by Guy Debord.,The Society of the Spectacle (<mask>: La société du spectacle) is a 1967 work of philosophy and Marxist critical theory by Guy Debord.
french,"Guy Louis Debord ([gi dəbɔʁ]; December 28, 1931 – November 30, 1994) was a [MASK] Marxist theorist, writer, filmmaker, member of the Letterist International, founder of a Letterist faction, and founding member of the Situationist International (SI).","Guy Louis Debord ([gi dəbɔʁ]; December 28, 1931 – November 30, 1994) was a <mask> Marxist theorist, writer, filmmaker, member of the Letterist International, founder of a Letterist faction, and founding member of the Situationist International (SI)."
french,"Guy Louis Debord ([gi dəbɔʁ]; December 28, 1931 – November 30, 1994) was a [MASK] Marxist theorist, writer, filmmaker, member of the Letterist International, founder of a Letterist faction, and founding member of the Situationist International (SI).","Guy Louis Debord ([gi dəbɔʁ]; December 28, 1931 – November 30, 1994) was a <mask> Marxist theorist, writer, filmmaker, member of the Letterist International, founder of a Letterist faction, and founding member of the Situationist International (SI)."
french,"Christopher Frank (5 December 1942 Beaconsfield - 20 November 1993 Paris) was a [MASK] writer, film director, and screenwriter.","Christopher Frank (5 December 1942 Beaconsfield - 20 November 1993 Paris) was a <mask> writer, film director, and screenwriter."
french,"Christopher Frank (5 December 1942 Beaconsfield - 20 November 1993 Paris) was a [MASK] writer, film director, and screenwriter.","Christopher Frank (5 December 1942 Beaconsfield - 20 November 1993 Paris) was a <mask> writer, film director, and screenwriter."
french,"L'année des méduses (The Year of the Jellyfish) is a [MASK] drama film inspired by a novel by Christopher Frank, directed by Frank himself with Valérie Kaprisky and Bernard Giraudeau.","L'année des méduses (The Year of the Jellyfish) is a <mask> drama film inspired by a novel by Christopher Frank, directed by Frank himself with Valérie Kaprisky and Bernard Giraudeau."
russian,"Simon Dubnow (alternatively spelled Dubnov, [MASK]: Семён Ма́ркович Ду́бнов, Semyon Markovich Dubnov; [sʲɪˈmʲɵn ˈmarkəvʲɪtɕ ˈdubnəf]; Yiddish: שמעון דובנאָװ, Shimen Dubnov; 10 September 1860 – 8 December 1941) was a Jewish historian, writer and activist.","Simon Dubnow (alternatively spelled Dubnov, <mask>: Семён Ма́ркович Ду́бнов, Semyon Markovich Dubnov; [sʲɪˈmʲɵn ˈmarkəvʲɪtɕ ˈdubnəf]; Yiddish: שמעון דובנאָװ, Shimen Dubnov; 10 September 1860 – 8 December 1941) was a Jewish historian, writer and activist."
russian,"Simon Dubnow (alternatively spelled Dubnov, [MASK]: Семён Ма́ркович Ду́бнов, Semyon Markovich Dubnov; [sʲɪˈmʲɵn ˈmarkəvʲɪtɕ ˈdubnəf]; Yiddish: שמעון דובנאָװ, Shimen Dubnov; 10 September 1860 – 8 December 1941) was a Jewish historian, writer and activist.","Simon Dubnow (alternatively spelled Dubnov, <mask>: Семён Ма́ркович Ду́бнов, Semyon Markovich Dubnov; [sʲɪˈmʲɵn ˈmarkəvʲɪtɕ ˈdubnəf]; Yiddish: שמעון דובנאָװ, Shimen Dubnov; 10 September 1860 – 8 December 1941) was a Jewish historian, writer and activist."
french,"Gautier de Metz (also Gauthier, Gossuin, Gossouin, German: Walther von Metz) was a [MASK] priest and poet.","Gautier de Metz (also Gauthier, Gossuin, Gossouin, German: Walther von Metz) was a <mask> priest and poet."
french,"Gautier de Metz (also Gauthier, Gossuin, Gossouin, German: Walther von Metz) was a [MASK] priest and poet.","Gautier de Metz (also Gauthier, Gossuin, Gossouin, German: Walther von Metz) was a <mask> priest and poet."
french,"In English mirror appears in, among many other works, the Myrrour of the Worlde (1490), one of the first illustrated books printed in English, by William Caxton (a translation of L'image du Monde, an overview of the sciences), the perennially-republished A Mirror for Magistrates (1559), and The Miroir or Glasse of the Synneful Soul, a manuscript translation from the [MASK] by the young Queen Elizabeth I of England.","In English mirror appears in, among many other works, the Myrrour of the Worlde (1490), one of the first illustrated books printed in English, by William Caxton (a translation of L'image du Monde, an overview of the sciences), the perennially-republished A Mirror for Magistrates (1559), and The Miroir or Glasse of the Synneful Soul, a manuscript translation from the <mask> by the young Queen Elizabeth I of England."
french,Savage Nights ([MASK]: Les Nuits Fauves) is a 1992 French drama film directed and written by Cyril Collard.,Savage Nights (<mask>: Les Nuits Fauves) is a 1992 French drama film directed and written by Cyril Collard.
french,Savage Nights (French: Les Nuits Fauves) is a 1992 [MASK] drama film directed and written by Cyril Collard.,Savage Nights (French: Les Nuits Fauves) is a 1992 <mask> drama film directed and written by Cyril Collard.
french,"Henri Desgrange (31 January 1865, Paris – 16 August 1940) was a [MASK] bicycle racer and sports journalist.","Henri Desgrange (31 January 1865, Paris – 16 August 1940) was a <mask> bicycle racer and sports journalist."
french,"Henri Desgrange (31 January 1865, Paris – 16 August 1940) was a [MASK] bicycle racer and sports journalist.","Henri Desgrange (31 January 1865, Paris – 16 August 1940) was a <mask> bicycle racer and sports journalist."
french,"Silvia Monfort (born Simone Marguerite Favre-Bertin; 6 June 1923, Paris–30 March 1991, Paris) was a [MASK] actress and theatre director.","Silvia Monfort (born Simone Marguerite Favre-Bertin; 6 June 1923, Paris–30 March 1991, Paris) was a <mask> actress and theatre director."
french,"Silvia Monfort (born Simone Marguerite Favre-Bertin; 6 June 1923, Paris–30 March 1991, Paris) was a [MASK] actress and theatre director.","Silvia Monfort (born Simone Marguerite Favre-Bertin; 6 June 1923, Paris–30 March 1991, Paris) was a <mask> actress and theatre director."
french,"The Casa de Moneda de Segovia was in [MASK] control at the time, minting coins in the name of Joseph Bonaparte.","The Casa de Moneda de Segovia was in <mask> control at the time, minting coins in the name of Joseph Bonaparte."
french,"There they encountered 46,000 [MASK] under Marshal Claude Victor and Major-General Horace Sebastiani, with the French king of Spain, Joseph Bonaparte in nominal command.","There they encountered 46,000 <mask> under Marshal Claude Victor and Major-General Horace Sebastiani, with the French king of Spain, Joseph Bonaparte in nominal command."
french,"There they encountered 46,000 French under Marshal Claude Victor and Major-General Horace Sebastiani, with the [MASK] king of Spain, Joseph Bonaparte in nominal command.","There they encountered 46,000 French under Marshal Claude Victor and Major-General Horace Sebastiani, with the <mask> king of Spain, Joseph Bonaparte in nominal command."
french,"The Bayonne Statute (Spanish: Estatuto de Bayona)—also Bayonne Constitution (Spanish: Constitución de Bayona) or Bayonne Charter (Spanish: Carta de Bayona) and, officially in [MASK], Acte Constitutionnel de l’Espagne—was a constitution or a royal charter (Spanish: carta otorgada) approved in Bayonne, France, 6 July 1808, by Joseph Bonaparte as the intended basis for his rule as king of Spain.","The Bayonne Statute (Spanish: Estatuto de Bayona)—also Bayonne Constitution (Spanish: Constitución de Bayona) or Bayonne Charter (Spanish: Carta de Bayona) and, officially in <mask>, Acte Constitutionnel de l’Espagne—was a constitution or a royal charter (Spanish: carta otorgada) approved in Bayonne, France, 6 July 1808, by Joseph Bonaparte as the intended basis for his rule as king of Spain."
french,He was born in Rome of [MASK] parents who were part of Joseph Bonaparte's entourage.,He was born in Rome of <mask> parents who were part of Joseph Bonaparte's entourage.
french,"He began life as a soldier, fighting with distinction in the Spanish War of Independence first against [MASK], then on the side of Joseph Bonaparte.","He began life as a soldier, fighting with distinction in the Spanish War of Independence first against <mask>, then on the side of Joseph Bonaparte."
french,"Michel Saint-Denis (September 13, 1897 – July 31, 1971), dit Jacques Duchesne, was a [MASK] actor, theater director, and drama theorist whose ideas on actor training have had a profound influence on the development of European theater from the 1930s on.","Michel Saint-Denis (September 13, 1897 – July 31, 1971), dit Jacques Duchesne, was a <mask> actor, theater director, and drama theorist whose ideas on actor training have had a profound influence on the development of European theater from the 1930s on."
french,"Michel Saint-Denis (September 13, 1897 – July 31, 1971), dit Jacques Duchesne, was a [MASK] actor, theater director, and drama theorist whose ideas on actor training have had a profound influence on the development of European theater from the 1930s on.","Michel Saint-Denis (September 13, 1897 – July 31, 1971), dit Jacques Duchesne, was a <mask> actor, theater director, and drama theorist whose ideas on actor training have had a profound influence on the development of European theater from the 1930s on."
french,"Pierre-Louis Baron de Bris (6 February 1929 – 6 June 2015), known as Pierre Brice, was a [MASK] actor, best known as fictional Apache-chief Winnetou in German Karl May films.","Pierre-Louis Baron de Bris (6 February 1929 – 6 June 2015), known as Pierre Brice, was a <mask> actor, best known as fictional Apache-chief Winnetou in German Karl May films."
french,"Pierre-Louis Baron de Bris (6 February 1929 – 6 June 2015), known as Pierre Brice, was a [MASK] actor, best known as fictional Apache-chief Winnetou in German Karl May films.","Pierre-Louis Baron de Bris (6 February 1929 – 6 June 2015), known as Pierre Brice, was a <mask> actor, best known as fictional Apache-chief Winnetou in German Karl May films."
french,Maurice Teynac (1915–1992) was a [MASK] actor.,Maurice Teynac (1915–1992) was a <mask> actor.
french,Maurice Teynac (1915–1992) was a [MASK] actor.,Maurice Teynac (1915–1992) was a <mask> actor.
french,L′Écume des Jours or Froth on the daydream is a 1947 [MASK] novel by Boris Vian.,L′Écume des Jours or Froth on the daydream is a 1947 <mask> novel by Boris Vian.
french,"He might be best known for being an accompanist to Sidney Bechet when he was in Paris, but he also worked with Barney Bigard and [MASK] writer and musician Boris Vian.","He might be best known for being an accompanist to Sidney Bechet when he was in Paris, but he also worked with Barney Bigard and <mask> writer and musician Boris Vian."
french,The name was derived from a book of the same title by [MASK] author Boris Vian.,The name was derived from a book of the same title by <mask> author Boris Vian.
french,"Froth on the Daydream ([MASK]: L'Écume des jours; literally: ""The Foam of Days"") is a 1947 novel by the French author Boris Vian.","Froth on the Daydream (<mask>: L'Écume des jours; literally: ""The Foam of Days"") is a 1947 novel by the French author Boris Vian."
french,"Froth on the Daydream (French: L'Écume des jours; literally: ""The Foam of Days"") is a 1947 novel by the [MASK] author Boris Vian.","Froth on the Daydream (French: L'Écume des jours; literally: ""The Foam of Days"") is a 1947 novel by the <mask> author Boris Vian."
french,"""Le déserteur"" (The Deserter) is a famous anti-war song written by [MASK] singer Boris Vian and released on May 7, 1954 during the Battle of Dien Bien Phu.","""Le déserteur"" (The Deserter) is a famous anti-war song written by <mask> singer Boris Vian and released on May 7, 1954 during the Battle of Dien Bien Phu."
french,"Je voudrais pas crever (I wouldn't want to croak) is a collection of poetry by [MASK] author Boris Vian, published posthumously in 1962.","Je voudrais pas crever (I wouldn't want to croak) is a collection of poetry by <mask> author Boris Vian, published posthumously in 1962."
french,"Translator from [MASK] into Czech (François Rabelais, Alfred Jarry, Raymond Queneau, Samuel Beckett, Henri Michaux, Boris Vian, Claude Simon...) and from Czech into French (Bohumil Hrabal, Vladimír Holan, Jan Skácel, Miroslav Holub, Jiří Gruša, Ivan Wernisch...), Ouředník is also the author of various literary texts.","Translator from <mask> into Czech (François Rabelais, Alfred Jarry, Raymond Queneau, Samuel Beckett, Henri Michaux, Boris Vian, Claude Simon...) and from Czech into French (Bohumil Hrabal, Vladimír Holan, Jan Skácel, Miroslav Holub, Jiří Gruša, Ivan Wernisch...), Ouředník is also the author of various literary texts."
french,"Translator from French into Czech (François Rabelais, Alfred Jarry, Raymond Queneau, Samuel Beckett, Henri Michaux, Boris Vian, Claude Simon...) and from Czech into [MASK] (Bohumil Hrabal, Vladimír Holan, Jan Skácel, Miroslav Holub, Jiří Gruša, Ivan Wernisch...), Ouředník is also the author of various literary texts.","Translator from French into Czech (François Rabelais, Alfred Jarry, Raymond Queneau, Samuel Beckett, Henri Michaux, Boris Vian, Claude Simon...) and from Czech into <mask> (Bohumil Hrabal, Vladimír Holan, Jan Skácel, Miroslav Holub, Jiří Gruša, Ivan Wernisch...), Ouředník is also the author of various literary texts."
french,"During his career he has accompanied many of the most famous [MASK] singers of his era, including Boris Vian, Édith Piaf, Tino Rossi, Yves Montand, Juliette Gréco, Jean Sablon, Francis Lemarque, Gilbert Bécaud, and notably Jacques Brel (who contributed to Azzola's notoriety with his exclamation of ""Chauffe, Marcel!""","During his career he has accompanied many of the most famous <mask> singers of his era, including Boris Vian, Édith Piaf, Tino Rossi, Yves Montand, Juliette Gréco, Jean Sablon, Francis Lemarque, Gilbert Bécaud, and notably Jacques Brel (who contributed to Azzola's notoriety with his exclamation of ""Chauffe, Marcel!"""
french,"Boris Vian ([bɔʁis vjɑ̃]; 10 March 1920 – 23 June 1959) was a [MASK] polymath: writer, poet, musician, singer, translator, critic, actor, inventor and engineer.","Boris Vian ([bɔʁis vjɑ̃]; 10 March 1920 – 23 June 1959) was a <mask> polymath: writer, poet, musician, singer, translator, critic, actor, inventor and engineer."
french,"Boris Vian ([bɔʁis vjɑ̃]; 10 March 1920 – 23 June 1959) was a [MASK] polymath: writer, poet, musician, singer, translator, critic, actor, inventor and engineer.","Boris Vian ([bɔʁis vjɑ̃]; 10 March 1920 – 23 June 1959) was a <mask> polymath: writer, poet, musician, singer, translator, critic, actor, inventor and engineer."
french,"The album was not well received at the time of its release.Music journalist and Gainsbourg biographer Sylvie Simmons described the album as ""...mutant jazz-pop engaged in an unnatural act with chanson, French literature and Americana..."" The album cover is a reference to [MASK] author and musician Boris Vian.","The album was not well received at the time of its release.Music journalist and Gainsbourg biographer Sylvie Simmons described the album as ""...mutant jazz-pop engaged in an unnatural act with chanson, French literature and Americana..."" The album cover is a reference to <mask> author and musician Boris Vian."
french,"[MASK] rock was born as early as the 1950s, when writer, songwriter and jazz player Boris Vian wrote parody rock songs for Magali Noël or Henri Salvador.","<mask> rock was born as early as the 1950s, when writer, songwriter and jazz player Boris Vian wrote parody rock songs for Magali Noël or Henri Salvador."
french,Heartsnatcher ([MASK]: L'Arrache-cœur) is a 1953 novel by the French writer Boris Vian.,Heartsnatcher (<mask>: L'Arrache-cœur) is a 1953 novel by the French writer Boris Vian.
french,Heartsnatcher (French: L'Arrache-cœur) is a 1953 novel by the [MASK] writer Boris Vian.,Heartsnatcher (French: L'Arrache-cœur) is a 1953 novel by the <mask> writer Boris Vian.
french,"I Spit on Your Graves ([MASK]: J'irai cracher sur vos tombes) is a 1946 crime novel by the French writer Boris Vian, published under the pseudonym Vernon Sullivan.","I Spit on Your Graves (<mask>: J'irai cracher sur vos tombes) is a 1946 crime novel by the French writer Boris Vian, published under the pseudonym Vernon Sullivan."
french,"I Spit on Your Graves (French: J'irai cracher sur vos tombes) is a 1946 crime novel by the [MASK] writer Boris Vian, published under the pseudonym Vernon Sullivan.","I Spit on Your Graves (French: J'irai cracher sur vos tombes) is a 1946 crime novel by the <mask> writer Boris Vian, published under the pseudonym Vernon Sullivan."
french,The Dead All Have the Same Skin ([MASK]: Les morts ont tous la même peau) is a 1947 crime novel by the French writer Boris Vian.,The Dead All Have the Same Skin (<mask>: Les morts ont tous la même peau) is a 1947 crime novel by the French writer Boris Vian.
french,The Dead All Have the Same Skin (French: Les morts ont tous la même peau) is a 1947 crime novel by the [MASK] writer Boris Vian.,The Dead All Have the Same Skin (French: Les morts ont tous la même peau) is a 1947 crime novel by the <mask> writer Boris Vian.
french,Autumn in Peking ([MASK]: L'Automne à Pékin) is a 1947 novel by the French writer Boris Vian.,Autumn in Peking (<mask>: L'Automne à Pékin) is a 1947 novel by the French writer Boris Vian.
french,Autumn in Peking (French: L'Automne à Pékin) is a 1947 novel by the [MASK] writer Boris Vian.,Autumn in Peking (French: L'Automne à Pékin) is a 1947 novel by the <mask> writer Boris Vian.
french,"Vercoquin and the Plankton ([MASK]: Vercoquin et le plancton) is a 1946 novel by the French writer Boris Vian, published by Éditions Gallimard.","Vercoquin and the Plankton (<mask>: Vercoquin et le plancton) is a 1946 novel by the French writer Boris Vian, published by Éditions Gallimard."
french,"Vercoquin and the Plankton (French: Vercoquin et le plancton) is a 1946 novel by the [MASK] writer Boris Vian, published by Éditions Gallimard.","Vercoquin and the Plankton (French: Vercoquin et le plancton) is a 1946 novel by the <mask> writer Boris Vian, published by Éditions Gallimard."
french,"The Red Grass ([MASK]: L'Herbe rouge) is a 1950 novel by the French writer Boris Vian, published by Éditions Toutain.","The Red Grass (<mask>: L'Herbe rouge) is a 1950 novel by the French writer Boris Vian, published by Éditions Toutain."
french,"The Red Grass (French: L'Herbe rouge) is a 1950 novel by the [MASK] writer Boris Vian, published by Éditions Toutain.","The Red Grass (French: L'Herbe rouge) is a 1950 novel by the <mask> writer Boris Vian, published by Éditions Toutain."
french,Turmoil in the Swaths ([MASK]: Trouble dans les andains) is a novel by the French writer Boris Vian.,Turmoil in the Swaths (<mask>: Trouble dans les andains) is a novel by the French writer Boris Vian.
french,Turmoil in the Swaths (French: Trouble dans les andains) is a novel by the [MASK] writer Boris Vian.,Turmoil in the Swaths (French: Trouble dans les andains) is a novel by the <mask> writer Boris Vian.
french,"Dubbed the 'Boris Vian of the Inner City' by Le Nouvel Observateur, Mounsi has also written a number of plays and recorded three albums for the [MASK] label Disques Motors.","Dubbed the 'Boris Vian of the Inner City' by Le Nouvel Observateur, Mounsi has also written a number of plays and recorded three albums for the <mask> label Disques Motors."
french,"He also translated into Catalan many Spanish, [MASK], and English works of authors such as Guillaume Apollinaire, Alexandre Dumas, père, Jules Verne, and Boris Vian.","He also translated into Catalan many Spanish, <mask>, and English works of authors such as Guillaume Apollinaire, Alexandre Dumas, père, Jules Verne, and Boris Vian."
french,The [MASK] (also German and Russian) text is by the composer based on the novel of the same title by Boris Vian.,The <mask> (also German and Russian) text is by the composer based on the novel of the same title by Boris Vian.
telugu,"The film was remade in [MASK] as Chiranjeevulu with Ravi Teja, Brahmaji, Sivaji and Shiju.","The film was remade in <mask> as Chiranjeevulu with Ravi Teja, Brahmaji, Sivaji and Shiju."
french,Michel Robin (born 13 October 1930) is a [MASK] film actor and comedian.,Michel Robin (born 13 October 1930) is a <mask> film actor and comedian.
french,Michel Robin (born 13 October 1930) is a [MASK] film actor and comedian.,Michel Robin (born 13 October 1930) is a <mask> film actor and comedian.
french,"Pierre Ceyrac (born 18 September 1946 in Douai, Nord) was a longstanding friend of Jean Marie Le Pen who served the [MASK] Front National Party first as a Deputy (1986) to the National Assembly of France, and then (1988) as a Member of the European Parliament.","Pierre Ceyrac (born 18 September 1946 in Douai, Nord) was a longstanding friend of Jean Marie Le Pen who served the <mask> Front National Party first as a Deputy (1986) to the National Assembly of France, and then (1988) as a Member of the European Parliament."
french,"With la Musique des Gardiens de la Paix he traveled throughout Europe, made over 100 recordings (including the famous Anthology of [MASK] Marches, produced by Jean-Marie Le Pen), and won several Grand Prix du Disques.","With la Musique des Gardiens de la Paix he traveled throughout Europe, made over 100 recordings (including the famous Anthology of <mask> Marches, produced by Jean-Marie Le Pen), and won several Grand Prix du Disques."
french,"The National Republican Movement (Mouvement National Républicain or MNR) is a [MASK] nationalist political party, created by Bruno Mégret with former Club de l'Horloge alumni, Yvan Blot (also a member of GRECE) and Jean-Yves Le Gallou, as a split from Jean-Marie Le Pen's National Front on January 24, 1999.","The National Republican Movement (Mouvement National Républicain or MNR) is a <mask> nationalist political party, created by Bruno Mégret with former Club de l'Horloge alumni, Yvan Blot (also a member of GRECE) and Jean-Yves Le Gallou, as a split from Jean-Marie Le Pen's National Front on January 24, 1999."
french,"Wagner was elected deputy of the Yvelines during the [MASK] legislative elections in 1986, under the colours of the Rassemblement national which gathered members of the National Front and candidates supported by Jean-Marie Le Pen's party.","Wagner was elected deputy of the Yvelines during the <mask> legislative elections in 1986, under the colours of the Rassemblement national which gathered members of the National Front and candidates supported by Jean-Marie Le Pen's party."
french,"Parti des forces nouvelles (PFN) or Party of New Forces was a [MASK] far right political party formed in November 1974 from the Comité faire front, a group of anti-Jean-Marie Le Pen dissidents who had split from the National Front (FN).","Parti des forces nouvelles (PFN) or Party of New Forces was a <mask> far right political party formed in November 1974 from the Comité faire front, a group of anti-Jean-Marie Le Pen dissidents who had split from the National Front (FN)."
french,"Radio Courtoisie defines itself as the ""free radio of the real country [referring to the pays réel concept of Charles Maurras] and the [MASK] world"", declaring itself to be ""open to all people of the political right, from François Bayrou to Jean-Marie Le Pen"".","Radio Courtoisie defines itself as the ""free radio of the real country [referring to the pays réel concept of Charles Maurras] and the <mask> world"", declaring itself to be ""open to all people of the political right, from François Bayrou to Jean-Marie Le Pen""."
french,Patrick Bourson is a [MASK] politician and a member of the far-right FN led by Jean-Marie Le Pen.,Patrick Bourson is a <mask> politician and a member of the far-right FN led by Jean-Marie Le Pen.
