obj_label,masked_sentence,masked_sentence_roberta
bologna,"Ottaviano Nonni (1536 -- August 6, 1606), called Il Mascherino, was an Italian architect, sculptor, and painter born in [MASK] .","Ottaviano Nonni (1536 -- August 6, 1606), called Il Mascherino, was an Italian architect, sculptor, and painter born in <mask> ."
parma,"Born in [MASK], Re began his career in Turin .","Born in <mask>, Re began his career in Turin ."
stockholm,"Born in [MASK], Gentele studied from 1944 until 1946 at the Dramatens elevskola, beginning a brief career as a film actor not long afterwards .","Born in <mask>, Gentele studied from 1944 until 1946 at the Dramatens elevskola, beginning a brief career as a film actor not long afterwards ."
belfast,"Hamilton Sloan is a well known traditional Irish artist, born in [MASK] in 1945 he has lived and painted throughout Ireland .","Hamilton Sloan is a well known traditional Irish artist, born in <mask> in 1945 he has lived and painted throughout Ireland ."
hartford,"Born in [MASK], Connecticut, she was one of fourteen children of parents of Italian immigrants .","Born in <mask>, Connecticut, she was one of fourteen children of parents of Italian immigrants ."
toronto,"Born in [MASK], Ontario, the son of Charles and Mary Corbould, Corbould was educated at the Upper Canada College .","Born in <mask>, Ontario, the son of Charles and Mary Corbould, Corbould was educated at the Upper Canada College ."
cornwall,"Byron was born and grew up in [MASK], started playing trombone aged 9 and went on to study with Denis Wick .","Byron was born and grew up in <mask>, started playing trombone aged 9 and went on to study with Denis Wick ."
paris,"Yvette Giraud (born 16 September 1916) is a French singer, born in [MASK] .","Yvette Giraud (born 16 September 1916) is a French singer, born in <mask> ."
warsaw,"Leszek Korzeniowski (born January 1, 1955 in [MASK]) is a Polish politician .","Leszek Korzeniowski (born January 1, 1955 in <mask>) is a Polish politician ."
manchester,"Born in [MASK], Reed attended the public schools and received instruction from private tutors .","Born in <mask>, Reed attended the public schools and received instruction from private tutors ."
germany,"Born in [MASK], Cruz grew up in northern California, where she got her BA at Mills College .","Born in <mask>, Cruz grew up in northern California, where she got her BA at Mills College ."
rome,"Enrico Montesano, born in [MASK], Italy on 7 June 1945, is a popular actor for theater and cinema in Italy, as well as a showman .","Enrico Montesano, born in <mask>, Italy on 7 June 1945, is a popular actor for theater and cinema in Italy, as well as a showman ."
derry,"Born in [MASK], Ireland, McGonagle worked as a plumber .","Born in <mask>, Ireland, McGonagle worked as a plumber ."
belfast,Kirk Hunter (born 2 October 1963 in [MASK]) is a retired Northern Irish footballer .,Kirk Hunter (born 2 October 1963 in <mask>) is a retired Northern Irish footballer .
paris,"Paul Lacroix (April 27, 1806 - October 16, 1884), French author and journalist, was born in [MASK], the son of a novelist .","Paul Lacroix (April 27, 1806 - October 16, 1884), French author and journalist, was born in <mask>, the son of a novelist ."
athens,"Argiris Pedoulakis (in ; born May 26, 1964 in [MASK], Greece) is a Greek professional basketball coach and a retired professional basketball player .","Argiris Pedoulakis (in ; born May 26, 1964 in <mask>, Greece) is a Greek professional basketball coach and a retired professional basketball player ."
moscow,"Andrei Soldatov (, born 4 October 1975 in [MASK], Russia) is a Russian investigative journalist and Russian security services expert .","Andrei Soldatov (, born 4 October 1975 in <mask>, Russia) is a Russian investigative journalist and Russian security services expert ."
tokyo,"Yuki Matsuzawa is a pianist who was born in 1960 in [MASK], Japan .","Yuki Matsuzawa is a pianist who was born in 1960 in <mask>, Japan ."
london,"Cliff Jones (born 1968, [MASK]) is a British musician, songwriter, record producer and journalist who came to prominence as the singer with the Britpop band Gay Dad .","Cliff Jones (born 1968, <mask>) is a British musician, songwriter, record producer and journalist who came to prominence as the singer with the Britpop band Gay Dad ."
casablanca,"Daniel Dayan (born January 28, 1943) is a social scientist born in [MASK] .","Daniel Dayan (born January 28, 1943) is a social scientist born in <mask> ."
budapest,"Zoltán Szilády (21 May 1878 [MASK] -- 15 April 1947 Grosspösna Germany) was a Hungarian museologist, entomologist and university lecturer .","Zoltán Szilády (21 May 1878 <mask> -- 15 April 1947 Grosspösna Germany) was a Hungarian museologist, entomologist and university lecturer ."
naples,"Smyth was born at [MASK], the son of Admiral W. H. Smyth and his wife Annarella Warington .","Smyth was born at <mask>, the son of Admiral W. H. Smyth and his wife Annarella Warington ."
oslo,"Thomas Hoegh is a Norwegian theatre and film director and producer, born in [MASK] in 1966 .","Thomas Hoegh is a Norwegian theatre and film director and producer, born in <mask> in 1966 ."
wisconsin,"Born in [MASK], Schreiber attended Stanford University, where he received his BA, then earned an MA at the University of Toronto and a PhD at Brandeis University where he studied with the poet JV Cunningham .","Born in <mask>, Schreiber attended Stanford University, where he received his BA, then earned an MA at the University of Toronto and a PhD at Brandeis University where he studied with the poet JV Cunningham ."
alexandria,"Born in [MASK], Virginia, Herbert received private instruction and graduated from St John's College of Annapolis, Maryland in 1794 .","Born in <mask>, Virginia, Herbert received private instruction and graduated from St John's College of Annapolis, Maryland in 1794 ."
sheffield,Stuart Ford (born 20 July 1971 in [MASK]) is an English former professional football goalkeeper .,Stuart Ford (born 20 July 1971 in <mask>) is an English former professional football goalkeeper .
vermont,"The Dictionary of Canadian Biography Online indicates that he was born in New Jersey, whereas a plaque located in Thorold, Ontario indicates that he was born in [MASK] He was the eldest son of Jacob DeCew and Elizabeth Bloome .","The Dictionary of Canadian Biography Online indicates that he was born in New Jersey, whereas a plaque located in Thorold, Ontario indicates that he was born in <mask> He was the eldest son of Jacob DeCew and Elizabeth Bloome ."
indianapolis,"John Boling (22 October 1884 [MASK], Indiana -- 19 April 1932 Mobile, Alabama) was an American racecar driver .","John Boling (22 October 1884 <mask>, Indiana -- 19 April 1932 Mobile, Alabama) was an American racecar driver ."
adelaide,Peter Griffen (born 1948 [MASK]) is an Australian abstract artist .,Peter Griffen (born 1948 <mask>) is an Australian abstract artist .
ghana,Gregory Woods (born in 1953 in Egypt) is a British poet who grew up in [MASK] .,Gregory Woods (born in 1953 in Egypt) is a British poet who grew up in <mask> .
chennai,"Bhaskaran was born on 30th April 1961 to Lakshmi Krishnamurthi and K Krishnamurthi, and brought up in Mylapore, in the city of [MASK] .","Bhaskaran was born on 30th April 1961 to Lakshmi Krishnamurthi and K Krishnamurthi, and brought up in Mylapore, in the city of <mask> ."
turin,"Born in [MASK], Zaniboni started his comics career after working in technical design and advertisement .","Born in <mask>, Zaniboni started his comics career after working in technical design and advertisement ."
indianapolis,"Mike Delph (born in 1970 in [MASK], Indiana) is a Republican member of the Indiana State Senate representing the 29th district .","Mike Delph (born in 1970 in <mask>, Indiana) is a Republican member of the Indiana State Senate representing the 29th district ."
belgium,"Born in [MASK], Rideout grew up in Bermuda and Canada, particularly Kingston, Ontario where she became involved with the thriving music scene .","Born in <mask>, Rideout grew up in Bermuda and Canada, particularly Kingston, Ontario where she became involved with the thriving music scene ."
nebraska,"Edwin H Sutherland (born August 13, 1883, Gibbon, [MASK], US died October 11, 1950, Bloomington, Indiana) was an American sociologist .","Edwin H Sutherland (born August 13, 1883, Gibbon, <mask>, US died October 11, 1950, Bloomington, Indiana) was an American sociologist ."
denmark,"Anders Agensø is a Danish actor, born 1961 in [MASK] .","Anders Agensø is a Danish actor, born 1961 in <mask> ."
edinburgh,"Alexander Smith (1865-1922) was an American chemist, born in [MASK], Scotland .","Alexander Smith (1865-1922) was an American chemist, born in <mask>, Scotland ."
manchester,"Born in [MASK], England in 1934, he was educated at the High School of Dundee, and went to sea at the age of 16 as a midshipman with the Blue Funnel Line, sailing aboard cargo ships between ports in Europe and East Asia .","Born in <mask>, England in 1934, he was educated at the High School of Dundee, and went to sea at the age of 16 as a midshipman with the Blue Funnel Line, sailing aboard cargo ships between ports in Europe and East Asia ."
cuba,"Born in [MASK] on May 25, 1963, Pedraja emigrated to Spain with his parents in 1969 and later to Miami, Florida where he spent most of his childhood .","Born in <mask> on May 25, 1963, Pedraja emigrated to Spain with his parents in 1969 and later to Miami, Florida where he spent most of his childhood ."
hungary,Adalbert Vitalyos was a French journalist born in [MASK] .,Adalbert Vitalyos was a French journalist born in <mask> .
helsinki,"Eero Paloheimo (born 14 June 1936 in [MASK]) is a Finnish designer, politician and university professor .","Eero Paloheimo (born 14 June 1936 in <mask>) is a Finnish designer, politician and university professor ."
london,"Nick Grosso is a British playwright, born in [MASK] in 1968 to Argentine parents of Italian and Russian extraction .","Nick Grosso is a British playwright, born in <mask> in 1968 to Argentine parents of Italian and Russian extraction ."
scotland,"Sutherland, a Collegians recruit, was born in [MASK] .","Sutherland, a Collegians recruit, was born in <mask> ."
vienna,Ludwig Freiherr von Wohlgemuth (* 25 May 1788 in [MASK]; † 18 April 1851 in Budapest) was an Austrian general and commander of the Order of Maria Theresa .,Ludwig Freiherr von Wohlgemuth (* 25 May 1788 in <mask>; † 18 April 1851 in Budapest) was an Austrian general and commander of the Order of Maria Theresa .
kolkata,"Nikhil Haldipur (Born December 19, 1977 in [MASK]) is an Indian first class cricketer .","Nikhil Haldipur (Born December 19, 1977 in <mask>) is an Indian first class cricketer ."
glasgow,"Kris Kane (born 5 December 1980 in [MASK]) is a Scottish field hockey player, who was a member of the national squad that finished 8th in the 2003 European Nations Cup in Barcelona .","Kris Kane (born 5 December 1980 in <mask>) is a Scottish field hockey player, who was a member of the national squad that finished 8th in the 2003 European Nations Cup in Barcelona ."
paris,"Albert Geouffre de Lapradelle, LLD (1871-1955) was a French jurisconsult, born in [MASK] .","Albert Geouffre de Lapradelle, LLD (1871-1955) was a French jurisconsult, born in <mask> ."
montreal,"Born in [MASK], Quebec, Desjardins received a Bachelor of Business Administration with a minor in IT Technology from HEC Montréal (École des Hautes Études Commerciales) .","Born in <mask>, Quebec, Desjardins received a Bachelor of Business Administration with a minor in IT Technology from HEC Montréal (École des Hautes Études Commerciales) ."
turin,"Marco Maccarini (born 22 July 1976 in [MASK]) is an Italian television personality known for presenting TRL Italy, the Italian version of Total Request Live broadcast by MTV Italia, and Festivalbar, broadcast by Mediaset's Italia 1 .","Marco Maccarini (born 22 July 1976 in <mask>) is an Italian television personality known for presenting TRL Italy, the Italian version of Total Request Live broadcast by MTV Italia, and Festivalbar, broadcast by Mediaset's Italia 1 ."
rochester,"Hanna Thompson (born 1 November 1983 in [MASK], New York) is an American foil fencer who is a member of the 2008 Olympics US Women's foil team .","Hanna Thompson (born 1 November 1983 in <mask>, New York) is an American foil fencer who is a member of the 2008 Olympics US Women's foil team ."
lublin,"Andrzej Mańka (; born April 18, 1967 in [MASK]) is a Polish politician .","Andrzej Mańka (; born April 18, 1967 in <mask>) is a Polish politician ."
tokyo,"Rika Noguchi (野口里佳; born 1971 in [MASK], Japan) is a Japanese photographic artist who lives and works in Berlin .","Rika Noguchi (野口里佳; born 1971 in <mask>, Japan) is a Japanese photographic artist who lives and works in Berlin ."
bavaria,"Tobias Summerer (born 1 February 1983 in Freising, [MASK]) is a German tennis player, who reached a career high on 4 July 2005, when he became the number 159 of the world .","Tobias Summerer (born 1 February 1983 in Freising, <mask>) is a German tennis player, who reached a career high on 4 July 2005, when he became the number 159 of the world ."
brooklyn,"Albert Warren Ferris, A.M., MD (December 1856-4 October 1937) was an American psychiatrist, born in [MASK], New York, and educated at the College of Physicians and Surgeons (Columbia University) .","Albert Warren Ferris, A.M., MD (December 1856-4 October 1937) was an American psychiatrist, born in <mask>, New York, and educated at the College of Physicians and Surgeons (Columbia University) ."
munich,"Hans Solereder (11 September 1860 [MASK] - 8 November 1920 Erlangen), was a German botanist and university professor .","Hans Solereder (11 September 1860 <mask> - 8 November 1920 Erlangen), was a German botanist and university professor ."
belfast,"Mark McCrea born 7 September 1987 in [MASK], Northern Ireland is a rugby union player for Connacht in the RaboDirect Pro12 competition .","Mark McCrea born 7 September 1987 in <mask>, Northern Ireland is a rugby union player for Connacht in the RaboDirect Pro12 competition ."
budapest,"László Z Bitó (born 7 September 1934, [MASK]) is a physiologist and a writer .","László Z Bitó (born 7 September 1934, <mask>) is a physiologist and a writer ."
florida,"Born in [MASK], he moved to Chicago in 1997 to pursue his interest in music .","Born in <mask>, he moved to Chicago in 1997 to pursue his interest in music ."
bradford,"Christfried Burmeister (later Christfried Puurmeister, 26 May 1898 in Tallinn, Estonia -- 12 July 1965 in [MASK], England) was a Estonian speed skater who competed in the 1928 Winter Olympics .","Christfried Burmeister (later Christfried Puurmeister, 26 May 1898 in Tallinn, Estonia -- 12 July 1965 in <mask>, England) was a Estonian speed skater who competed in the 1928 Winter Olympics ."
dubai,"Nicholas Greenstock (born 3 November 1973 in [MASK]) is a former rugby union footballer, who won four caps for England during 1997 at centre .","Nicholas Greenstock (born 3 November 1973 in <mask>) is a former rugby union footballer, who won four caps for England during 1997 at centre ."
london,"The eldest son of Thomas Wroth (died 1610) and grandson of Sir Thomas Wroth (1516--1573), he was born in [MASK], and baptised at St Stephen's, Coleman Street, on 5 May 1584 .","The eldest son of Thomas Wroth (died 1610) and grandson of Sir Thomas Wroth (1516--1573), he was born in <mask>, and baptised at St Stephen's, Coleman Street, on 5 May 1584 ."
havana,"Aliuska López (Aliuska Yanira López Pedroso; born August 29, 1969 in [MASK]) is a Spanish athlete of Cuban origin .","Aliuska López (Aliuska Yanira López Pedroso; born August 29, 1969 in <mask>) is a Spanish athlete of Cuban origin ."
belgrade,"Vladeta Janković, PhD (Serbian: Владета Јанковић; born 1940 in [MASK]) a founder member of the Democratic Party of Serbia (DSS) in July 1992 .","Vladeta Janković, PhD (Serbian: Владета Јанковић; born 1940 in <mask>) a founder member of the Democratic Party of Serbia (DSS) in July 1992 ."
stockholm,"Staffan de Mistura (born 25 January 1947, [MASK], Sweden) is a long-serving Italian-Swedish diplomat .","Staffan de Mistura (born 25 January 1947, <mask>, Sweden) is a long-serving Italian-Swedish diplomat ."
melbourne,Brett Hayman (born 3 May 1972 in [MASK]) is an Australian rowing cox .,Brett Hayman (born 3 May 1972 in <mask>) is an Australian rowing cox .
germany,"Walter Hilgers ( born 1959 in Stolberg, [MASK]) is a German tuba player .","Walter Hilgers ( born 1959 in Stolberg, <mask>) is a German tuba player ."
christchurch,"Gilbert de Clare was born at [MASK], Hampshire, the son of Richard de Clare, Earl of Hertford and Gloucester, and of Maud de Lacy, Countess of Lincoln, daughter of John de Lacy and Margaret de Quincy .","Gilbert de Clare was born at <mask>, Hampshire, the son of Richard de Clare, Earl of Hertford and Gloucester, and of Maud de Lacy, Countess of Lincoln, daughter of John de Lacy and Margaret de Quincy ."
hertfordshire,"Phil Dudderidge, born February 6, 1949 in [MASK], England, is a notable figure in the professional audio industry, having worked as Led Zeppelin's first dedicated live sound engineer, and later co-founding Soundcraft Electronics before serving as Chairman of Focusrite Audio Engineering, Ltd .","Phil Dudderidge, born February 6, 1949 in <mask>, England, is a notable figure in the professional audio industry, having worked as Led Zeppelin's first dedicated live sound engineer, and later co-founding Soundcraft Electronics before serving as Chairman of Focusrite Audio Engineering, Ltd ."
birmingham,"Edward Meredith Cope (28 July 1818 -- 15 August 1873), English classical scholar, was born in [MASK] .","Edward Meredith Cope (28 July 1818 -- 15 August 1873), English classical scholar, was born in <mask> ."
ukraine,"Boris Yampolsky ( (1912--1972), was a Russian writer and editor, born in [MASK], the influences of whose Jewish childhood who remain a theme throughout his work .","Boris Yampolsky ( (1912--1972), was a Russian writer and editor, born in <mask>, the influences of whose Jewish childhood who remain a theme throughout his work ."
vienna,"Edith Leyrer (born October 25, 1946) is an actress born in [MASK], Austria .","Edith Leyrer (born October 25, 1946) is an actress born in <mask>, Austria ."
philadelphia,"Susan Denin (22 March 1835 [MASK] - 4 December 1875 Bluffton, Indiana) was a United States stage actor .","Susan Denin (22 March 1835 <mask> - 4 December 1875 Bluffton, Indiana) was a United States stage actor ."
philadelphia,"Harrison Allen (1841-97) was an American physician and anatomist, born in [MASK] .","Harrison Allen (1841-97) was an American physician and anatomist, born in <mask> ."
sofia,Valentin Raychev () (born 20 September 1958 in [MASK]) is a Bulgarian wrestler and Olympic champion in Freestyle wrestling .,Valentin Raychev () (born 20 September 1958 in <mask>) is a Bulgarian wrestler and Olympic champion in Freestyle wrestling .
chesterfield,"Kev Moore (born 20 May 1958, [MASK], England) is a Bass Player and Lead Vocalist .","Kev Moore (born 20 May 1958, <mask>, England) is a Bass Player and Lead Vocalist ."
warsaw,Romuald Giegiel (born 8 May 1957 in [MASK]) is a retired hurdler from Poland .,Romuald Giegiel (born 8 May 1957 in <mask>) is a retired hurdler from Poland .
paris,"Born in [MASK] in 1878, Gimpel worked for his family's fabric company, managed by his older brother Eugene .","Born in <mask> in 1878, Gimpel worked for his family's fabric company, managed by his older brother Eugene ."
england,"Born in [MASK] on 24 June 1942, Colin Groves completed a Bachelor of Science at University College London in 1963, and a Doctor of Philosophy at the Royal Free Hospital School of Medicine in 1966 .","Born in <mask> on 24 June 1942, Colin Groves completed a Bachelor of Science at University College London in 1963, and a Doctor of Philosophy at the Royal Free Hospital School of Medicine in 1966 ."
algiers,Azzedine Sakhri (born 22 January 1968 in [MASK]) is a retired Algerian long-distance runner who specialized in the marathon race .,Azzedine Sakhri (born 22 January 1968 in <mask>) is a retired Algerian long-distance runner who specialized in the marathon race .
genoa,"Born in [MASK], Ferrari studied in his native city and in Milan .","Born in <mask>, Ferrari studied in his native city and in Milan ."
ankara,Ahmet Gülhan (born on 28 March 1978 in [MASK]) is a male freestyle wrestler from Turkey .,Ahmet Gülhan (born on 28 March 1978 in <mask>) is a male freestyle wrestler from Turkey .
london,"Born in [MASK] in 1948, he graduated from Oxford in 1970, and at the age of 21 was given a rock column in the Spectator .","Born in <mask> in 1948, he graduated from Oxford in 1970, and at the age of 21 was given a rock column in the Spectator ."
gloucester,"Born in [MASK], Baldwin attended the Crypt Grammar School followed by St John's College, Cambridge .","Born in <mask>, Baldwin attended the Crypt Grammar School followed by St John's College, Cambridge ."
wimbledon,"George Bruce Malleson (8 May 1825 -- 1 March 1898) was an English officer in India and an author, born in [MASK] .","George Bruce Malleson (8 May 1825 -- 1 March 1898) was an English officer in India and an author, born in <mask> ."
london,"Matthew Price (b. June 1972, [MASK]) is a British journalist who currently works as Europe correspondent for the BBC .","Matthew Price (b. June 1972, <mask>) is a British journalist who currently works as Europe correspondent for the BBC ."
yokohama,"Ippongi Bang (一本木蛮 Ippongi Ban) is a multimedia and manga artist, born January 4, 1965 in [MASK] City, Japan .","Ippongi Bang (一本木蛮 Ippongi Ban) is a multimedia and manga artist, born January 4, 1965 in <mask> City, Japan ."
moscow,"Alex Halberstadt (born in 1970 in [MASK]) is an American writer, noted in particular for his biography of Doc Pomus .","Alex Halberstadt (born in 1970 in <mask>) is an American writer, noted in particular for his biography of Doc Pomus ."
london,"Born in [MASK] to John Vale and Elizabeth Taylor, he attended Cowper Street School before working as a wholesale stationer .","Born in <mask> to John Vale and Elizabeth Taylor, he attended Cowper Street School before working as a wholesale stationer ."
middlesbrough,"Alistair Richard Griffin (born 1 November 1977 in [MASK], England) is an English singer/songwriter and musician .","Alistair Richard Griffin (born 1 November 1977 in <mask>, England) is an English singer/songwriter and musician ."
illinois,"Gary Loizzo (born August 16, 1945, Chicago, [MASK]) is an American guitarist, singer, recording engineer, and record producer .","Gary Loizzo (born August 16, 1945, Chicago, <mask>) is an American guitarist, singer, recording engineer, and record producer ."
bathurst,"Born in [MASK], New South Wales, Mackay studied law and education at the University of Sydney .","Born in <mask>, New South Wales, Mackay studied law and education at the University of Sydney ."
london,"Born in [MASK], Turner was the eldest son in a family of eight children .","Born in <mask>, Turner was the eldest son in a family of eight children ."
bremen,"Karl Eduard Ortgies (19 February 1829 [MASK] - 1916), was a German horticulturist and nurseryman .","Karl Eduard Ortgies (19 February 1829 <mask> - 1916), was a German horticulturist and nurseryman ."
berlin,"Wilhelm Sander (* December 10, 1860 in [MASK]; † November 22, 1930 in Lüderitz) was a master architect and contractor working for Sander & Kock known for his work in German South-West Africa, today's Namibia .","Wilhelm Sander (* December 10, 1860 in <mask>; † November 22, 1930 in Lüderitz) was a master architect and contractor working for Sander & Kock known for his work in German South-West Africa, today's Namibia ."
london,"Of his sons, Sampson Low, jun., born in [MASK] on July 6, 1822, although an invalid, took a considerable share in the business .","Of his sons, Sampson Low, jun., born in <mask> on July 6, 1822, although an invalid, took a considerable share in the business ."
rome,"Theodoli was born 1601 in [MASK], the son of Teodolo Theodoli, Marquis of San Vito, and his wife Flavia Fani .","Theodoli was born 1601 in <mask>, the son of Teodolo Theodoli, Marquis of San Vito, and his wife Flavia Fani ."
sydney,"Joy Williams (born Eileen Williams; a.ka Joyce Riley Williams, Joy Williams Wiradjuri, Janaka Wiradjuri) (born 13 September 1942 in [MASK]; died 22 September 2006 in Primbee, New South Wales, Australia) was an Aboriginal Australian author of poetry .","Joy Williams (born Eileen Williams; a.ka Joyce Riley Williams, Joy Williams Wiradjuri, Janaka Wiradjuri) (born 13 September 1942 in <mask>; died 22 September 2006 in Primbee, New South Wales, Australia) was an Aboriginal Australian author of poetry ."
glasgow,"McLean was born and brought up in [MASK], in the West of Scotland .","McLean was born and brought up in <mask>, in the West of Scotland ."
westminster,"Sir Philip Warwick (December 24, 1609 -- January 15, 1683), English writer and politician, born in [MASK], was the son of Thomas Warwick, or Warrick, a musician .","Sir Philip Warwick (December 24, 1609 -- January 15, 1683), English writer and politician, born in <mask>, was the son of Thomas Warwick, or Warrick, a musician ."
kyoto,"Kimiko Kasai is a Japanese jazz singer who was born in [MASK], Japan on December 15, 1945 .","Kimiko Kasai is a Japanese jazz singer who was born in <mask>, Japan on December 15, 1945 ."
shelby,"Nina Repeta (born September 10, 1967 in [MASK], North Carolina) is an American actress best known for her role as Bessie Potter on the television drama Dawson's Creek, which aired from 1998 to 2003 .","Nina Repeta (born September 10, 1967 in <mask>, North Carolina) is an American actress best known for her role as Bessie Potter on the television drama Dawson's Creek, which aired from 1998 to 2003 ."
prague,"Rudolf Křesťan (* 14 March 1943 in [MASK]) is a Czech writer, editor and feuilletonist .","Rudolf Křesťan (* 14 March 1943 in <mask>) is a Czech writer, editor and feuilletonist ."
montreal,"Born David Burke in [MASK], Atkinson grew up in Saint-Romuald, Quebec .","Born David Burke in <mask>, Atkinson grew up in Saint-Romuald, Quebec ."
syracuse,"Edmund Port (February 6, 1906 [MASK], New York - March 2, 1986) was a federal judge for the US District Court for the Northern District of New York .","Edmund Port (February 6, 1906 <mask>, New York - March 2, 1986) was a federal judge for the US District Court for the Northern District of New York ."
austin,"Sonya Anne Emery (born July 7, 1972 in [MASK], Texas, U.S.), better known plainly as Sonya Emery, is a former female boxer who boxed professionally from 1997 to 1998 .","Sonya Anne Emery (born July 7, 1972 in <mask>, Texas, U.S.), better known plainly as Sonya Emery, is a former female boxer who boxed professionally from 1997 to 1998 ."
palermo,"Born in [MASK], Ciannella initially studied engineering at the University of Bologna until a chance encounter with Mirella Freni led him to his being encouraged towards an opera career .","Born in <mask>, Ciannella initially studied engineering at the University of Bologna until a chance encounter with Mirella Freni led him to his being encouraged towards an opera career ."
munich,Otto Griessing (born 19 January 1897 in [MASK] -- died 11 November 1958 in Überlingen) was a German electronics engineer .,Otto Griessing (born 19 January 1897 in <mask> -- died 11 November 1958 in Überlingen) was a German electronics engineer .
hamburg,Marcus Bierich (*29. April 1926 in [MASK]; + 25 November 2000 in Stuttgart) was CFO for Mannesmann AG from 1961-1980 (what became Vodafone) in Düsseldorf; CFO for Allianz AG from 1980-1984 in Munich; CEO for Robert Bosch GmbH 1984-1993 and Chairman of the Advisory Board until his death in 2000 in Stuttgart .,Marcus Bierich (*29. April 1926 in <mask>; + 25 November 2000 in Stuttgart) was CFO for Mannesmann AG from 1961-1980 (what became Vodafone) in Düsseldorf; CFO for Allianz AG from 1980-1984 in Munich; CEO for Robert Bosch GmbH 1984-1993 and Chairman of the Advisory Board until his death in 2000 in Stuttgart .
shanghai,"Zhu Dawei (; born 25 July 1988 in [MASK], China) is a Chinese baseball pitcher for the Saitama Seibu Lions .","Zhu Dawei (; born 25 July 1988 in <mask>, China) is a Chinese baseball pitcher for the Saitama Seibu Lions ."
oklahoma,Nicole Jordan (b. 1954 in [MASK]) is a best-selling American author of romance novels .,Nicole Jordan (b. 1954 in <mask>) is a best-selling American author of romance novels .
elgin,"Munro was born at [MASK], Moray, Scotland, the illegitimate son of Hugh Andrew Johnstone Munro of Novar by Penelope Forbes, and educated at Shrewsbury School, where he was one of Benjamin Hall Kennedy's first pupils .","Munro was born at <mask>, Moray, Scotland, the illegitimate son of Hugh Andrew Johnstone Munro of Novar by Penelope Forbes, and educated at Shrewsbury School, where he was one of Benjamin Hall Kennedy's first pupils ."
london,"Mowlem, who was born in [MASK], was raised in Majorca, Spain from the age of one until he was seventeen years old .","Mowlem, who was born in <mask>, was raised in Majorca, Spain from the age of one until he was seventeen years old ."
kansas,"Born in [MASK], he received a bachelor's degree in mathematics and physics at the College of Emporia in 1925 .","Born in <mask>, he received a bachelor's degree in mathematics and physics at the College of Emporia in 1925 ."
helsinki,"Cris af Enehielm (born March 24, 1954 [MASK] is a Finish artist .","Cris af Enehielm (born March 24, 1954 <mask> is a Finish artist ."
algeria,"Mouloud Sihali, born March 1976 in [MASK], departing in 1997 to avoid National Service, and arriving as an illegal immigrant in the UK He was arrested on 19 Sep 2002, accused of being involved in the ``Wood Green ricin plot'' with the intent to poison as part of a terror attack in the UK (charged 22 January 2003) .","Mouloud Sihali, born March 1976 in <mask>, departing in 1997 to avoid National Service, and arriving as an illegal immigrant in the UK He was arrested on 19 Sep 2002, accused of being involved in the ``Wood Green ricin plot'' with the intent to poison as part of a terror attack in the UK (charged 22 January 2003) ."
paris,"Patrick Lemarié is a French auto racing driver born February 6, 1968 in [MASK] .","Patrick Lemarié is a French auto racing driver born February 6, 1968 in <mask> ."
mauritius,"Sir Matthew Baillie Begbie (9 May 1819 -- 11 June 1894) was born on the island of [MASK], thereafter raised and educated in the United Kingdom .","Sir Matthew Baillie Begbie (9 May 1819 -- 11 June 1894) was born on the island of <mask>, thereafter raised and educated in the United Kingdom ."
gloucester,"Edward Gardner (born 1974, [MASK]) is a British conductor .","Edward Gardner (born 1974, <mask>) is a British conductor ."
zagreb,"Marija Lugarić (born 1 June 1978 in [MASK]) is a Croatian centre-left politician representing the Social Democratic Party of Croatia (SDP), currently the biggest opposition party in Croatia .","Marija Lugarić (born 1 June 1978 in <mask>) is a Croatian centre-left politician representing the Social Democratic Party of Croatia (SDP), currently the biggest opposition party in Croatia ."
budapest,Andrea Mátay (born 27 September 1955 in [MASK]) is a retired Hungarian high jumper .,Andrea Mátay (born 27 September 1955 in <mask>) is a retired Hungarian high jumper .
boise,"Born about 1912 in [MASK], Idaho, Cassidy was the son of Henry Francis Cassidy and Mae Zelette Cassidy .","Born about 1912 in <mask>, Idaho, Cassidy was the son of Henry Francis Cassidy and Mae Zelette Cassidy ."
bristol,Glenn Cunningham (born 10 June 1975) in [MASK] is a former International Speedway rider who rode for the Stoke Potters in the British Premier League .,Glenn Cunningham (born 10 June 1975) in <mask> is a former International Speedway rider who rode for the Stoke Potters in the British Premier League .
peru,"Born in [MASK] (now Ogdensburg) Township, Clinton County, New York, Keese attended the common vagina schools and Keeseville Academy .","Born in <mask> (now Ogdensburg) Township, Clinton County, New York, Keese attended the common vagina schools and Keeseville Academy ."
lahore,Safdar Malik is a Pakistani film producer born in [MASK] producing films directed by Syed Noor .,Safdar Malik is a Pakistani film producer born in <mask> producing films directed by Syed Noor .
granada,"Francisca Pleguezuelos Aguilar (born 28 June 1950 in [MASK]) is a Spanish politician and Member of the European Parliament for the Spanish Socialist Workers' Party, part of the Party of European Socialists .","Francisca Pleguezuelos Aguilar (born 28 June 1950 in <mask>) is a Spanish politician and Member of the European Parliament for the Spanish Socialist Workers' Party, part of the Party of European Socialists ."
london,"Laurie Allan (born 19 February 1943, [MASK]) is an English drummer, best known for stints in Delivery and Gong .","Laurie Allan (born 19 February 1943, <mask>) is an English drummer, best known for stints in Delivery and Gong ."
